,numberOfFinalProperties,numberOfProperties,status,dateApproved,dateClosed,dateInitiallyApproved
5961,0,0,Closed,2015-12-28T00:00:00.000Z,2015-12-28T00:00:00.000Z,2014-09-18T00:00:00.000Z
5962,0,0,Closed,2014-04-16T00:00:00.000Z,2015-08-11T00:00:00.000Z,2014-04-16T00:00:00.000Z
5963,0,0,Closed,2021-04-12T00:00:00.000Z,2021-04-12T00:00:00.000Z,2016-03-09T00:00:00.000Z
5964,0,0,Closed,2018-04-05T00:00:00.000Z,2023-07-27T00:00:00.000Z,2014-06-25T00:00:00.000Z
5965,0,0,Closed,2016-04-27T00:00:00.000Z,2018-12-11T00:00:00.000Z,2015-04-17T00:00:00.000Z
5966,0,0,Closed,2016-02-18T00:00:00.000Z,2016-03-24T00:00:00.000Z,2015-04-28T00:00:00.000Z
5968,0,0,Closed,2005-01-31T00:00:00.000Z,2005-01-31T00:00:00.000Z,1999-12-07T00:00:00.000Z
5970,0,0,Closed,2005-08-08T00:00:00.000Z,2005-11-08T00:00:00.000Z,2002-06-20T00:00:00.000Z
5971,1,1,Closed,2006-02-14T00:00:00.000Z,2005-02-17T00:00:00.000Z,2002-12-13T00:00:00.000Z
5972,1,1,Closed,2009-05-14T00:00:00.000Z,2009-02-04T00:00:00.000Z,2005-10-08T00:00:00.000Z
5973,1,1,Closed,2004-10-21T00:00:00.000Z,2006-08-07T00:00:00.000Z,2004-10-21T00:00:00.000Z
5974,0,0,Closed,2007-12-04T00:00:00.000Z,2013-02-12T00:00:00.000Z,2007-12-04T00:00:00.000Z
5976,0,0,Closed,2011-03-08T00:00:00.000Z,2011-03-04T00:00:00.000Z,2008-01-04T00:00:00.000Z
5977,0,0,Closed,2012-12-28T00:00:00.000Z,2010-08-30T00:00:00.000Z,2008-06-25T00:00:00.000Z
5978,0,0,Closed,2008-02-04T00:00:00.000Z,2010-06-14T00:00:00.000Z,2008-02-04T00:00:00.000Z
5984,0,0,Closed,2014-10-27T00:00:00.000Z,2016-04-26T00:00:00.000Z,2014-10-27T00:00:00.000Z
5996,1,1,Closed,2009-02-17T00:00:00.000Z,2012-02-07T00:00:00.000Z,2009-02-18T00:00:00.000Z
5997,0,0,Closed,2007-09-20T00:00:00.000Z,2010-08-05T00:00:00.000Z,2007-09-25T00:00:00.000Z
5998,0,0,Closed,2009-06-09T00:00:00.000Z,2009-07-27T00:00:00.000Z,2009-07-27T00:00:00.000Z
6002,1,1,Closed,2008-12-05T00:00:00.000Z,2011-09-09T00:00:00.000Z,2009-02-09T00:00:00.000Z
6004,1,1,Closed,2015-07-10T00:00:00.000Z,2016-09-09T00:00:00.000Z,2015-09-01T00:00:00.000Z
6006,1,1,Closed,2012-11-15T00:00:00.000Z,2012-12-05T00:00:00.000Z,2008-08-19T00:00:00.000Z
6007,1,1,Closed,2010-07-20T00:00:00.000Z,2010-07-21T00:00:00.000Z,2008-05-21T00:00:00.000Z
6008,0,0,Closed,2015-03-27T00:00:00.000Z,2015-03-27T00:00:00.000Z,2008-10-20T00:00:00.000Z
6009,0,0,Closed,2014-12-23T00:00:00.000Z,2014-12-23T00:00:00.000Z,2009-02-10T00:00:00.000Z
6010,0,0,Closed,2014-03-17T00:00:00.000Z,2013-01-07T00:00:00.000Z,2009-09-09T00:00:00.000Z
6011,7,7,Closed,2012-08-17T00:00:00.000Z,2012-08-20T00:00:00.000Z,2010-08-10T00:00:00.000Z
6012,0,0,Closed,2014-01-02T00:00:00.000Z,2014-01-02T00:00:00.000Z,2009-08-25T00:00:00.000Z
6013,0,0,Closed,2009-03-03T00:00:00.000Z,2014-02-05T00:00:00.000Z,2009-03-03T00:00:00.000Z
6025,0,0,Closed,2020-07-14T00:00:00.000Z,2024-09-27T00:00:00.000Z,2020-07-31T00:00:00.000Z
6028,0,0,Closed,2021-12-03T00:00:00.000Z,2024-04-30T00:00:00.000Z,2021-12-06T00:00:00.000Z
6031,0,0,Closed,2015-12-14T00:00:00.000Z,2016-04-06T00:00:00.000Z,2016-01-25T00:00:00.000Z
6035,0,0,Closed,2019-09-24T00:00:00.000Z,2022-11-16T00:00:00.000Z,2019-09-25T00:00:00.000Z
6036,2,2,Closed,2014-04-01T00:00:00.000Z,2014-04-01T00:00:00.000Z,2010-08-04T00:00:00.000Z
6037,5,5,Closed,2015-03-26T00:00:00.000Z,2015-03-26T00:00:00.000Z,2009-07-27T00:00:00.000Z
6038,0,0,Closed,2015-07-28T00:00:00.000Z,2015-07-29T00:00:00.000Z,2009-11-20T00:00:00.000Z
6039,1,1,Closed,2016-08-23T00:00:00.000Z,2016-08-30T00:00:00.000Z,2010-08-11T00:00:00.000Z
6040,0,0,Closed,2016-03-30T00:00:00.000Z,2016-03-30T00:00:00.000Z,2012-04-17T00:00:00.000Z
6041,0,0,Closed,2011-04-05T00:00:00.000Z,2011-04-06T00:00:00.000Z,2010-03-30T00:00:00.000Z
6042,0,0,Closed,2015-08-18T00:00:00.000Z,2015-08-18T00:00:00.000Z,2011-12-08T00:00:00.000Z
6043,0,0,Closed,2019-08-02T00:00:00.000Z,2019-08-21T00:00:00.000Z,2017-11-09T00:00:00.000Z
6045,1,1,Closed,2021-04-29T00:00:00.000Z,2021-05-03T00:00:00.000Z,2017-03-14T00:00:00.000Z
6046,0,0,Closed,2022-07-26T00:00:00.000Z,2022-07-27T00:00:00.000Z,2018-03-12T00:00:00.000Z
6047,1,1,Closed,2018-12-04T00:00:00.000Z,2018-12-06T00:00:00.000Z,2018-05-16T00:00:00.000Z
6065,3,8,Closed,2009-10-15T00:00:00.000Z,2009-10-15T00:00:00.000Z,2003-04-01T00:00:00.000Z
6066,0,0,Closed,2008-09-16T00:00:00.000Z,2008-09-16T00:00:00.000Z,2002-03-30T00:00:00.000Z
6067,12,32,Closed,2010-03-01T00:00:00.000Z,2013-12-24T00:00:00.000Z,2002-12-26T00:00:00.000Z
6068,0,0,Closed,2008-01-02T00:00:00.000Z,2008-01-07T00:00:00.000Z,2005-09-19T00:00:00.000Z
6069,22,48,Closed,2008-08-20T00:00:00.000Z,2008-08-25T00:00:00.000Z,2005-02-08T00:00:00.000Z
6070,0,0,Closed,2006-07-06T00:00:00.000Z,2006-07-06T00:00:00.000Z,2004-06-09T00:00:00.000Z
6071,0,0,Closed,2015-08-10T00:00:00.000Z,2015-08-10T00:00:00.000Z,2003-10-16T00:00:00.000Z
6072,6,6,Closed,2015-06-26T00:00:00.000Z,2009-03-10T00:00:00.000Z,2006-05-15T00:00:00.000Z
6074,0,0,Closed,2006-06-09T00:00:00.000Z,2006-06-12T00:00:00.000Z,2004-10-27T00:00:00.000Z
6075,1,2,Closed,2009-08-05T00:00:00.000Z,2009-10-26T00:00:00.000Z,2006-03-20T00:00:00.000Z
6076,0,0,Closed,2010-11-10T00:00:00.000Z,2009-09-23T00:00:00.000Z,2007-03-23T00:00:00.000Z
6077,8,10,Closed,2008-01-23T00:00:00.000Z,2008-01-23T00:00:00.000Z,2008-01-23T00:00:00.000Z
6078,0,0,Closed,2017-04-03T00:00:00.000Z,2018-07-03T00:00:00.000Z,2017-04-03T00:00:00.000Z
6079,0,0,Closed,2020-11-10T00:00:00.000Z,2020-11-10T00:00:00.000Z,2018-03-05T00:00:00.000Z
6080,0,0,Closed,2018-10-16T00:00:00.000Z,2020-04-13T00:00:00.000Z,2018-05-22T00:00:00.000Z
6081,0,0,Closed,2018-11-26T00:00:00.000Z,2018-11-21T00:00:00.000Z,2016-03-10T00:00:00.000Z
6083,1,1,Closed,2022-05-18T00:00:00.000Z,2022-05-18T00:00:00.000Z,2017-12-21T00:00:00.000Z
6085,0,0,Closed,2018-04-09T00:00:00.000Z,2021-11-23T00:00:00.000Z,2018-04-09T00:00:00.000Z
6102,0,0,Closed,2022-09-20T00:00:00.000Z,2024-07-18T00:00:00.000Z,2020-08-06T00:00:00.000Z
6103,1,1,Closed,2021-07-28T00:00:00.000Z,2021-07-28T00:00:00.000Z,2020-07-06T00:00:00.000Z
6106,0,0,Closed,2022-09-19T00:00:00.000Z,2025-02-20T00:00:00.000Z,2022-09-19T00:00:00.000Z
6107,0,0,Closed,2021-05-25T00:00:00.000Z,2021-05-25T00:00:00.000Z,2018-07-30T00:00:00.000Z
6108,0,0,Closed,2019-01-11T00:00:00.000Z,2021-08-03T00:00:00.000Z,2019-01-11T00:00:00.000Z
6109,0,0,Closed,2018-07-20T00:00:00.000Z,2018-07-20T00:00:00.000Z,2017-03-27T00:00:00.000Z
6112,0,0,Closed,2018-12-17T00:00:00.000Z,2019-01-28T00:00:00.000Z,2015-08-11T00:00:00.000Z
6113,0,0,Closed,2012-05-17T00:00:00.000Z,2012-05-17T00:00:00.000Z,2008-02-04T00:00:00.000Z
6114,12,12,Closed,2020-08-20T00:00:00.000Z,2020-08-20T00:00:00.000Z,2009-04-07T00:00:00.000Z
6124,0,0,Closed,2010-09-23T00:00:00.000Z,2013-08-30T00:00:00.000Z,2010-09-24T00:00:00.000Z
6129,3,3,Closed,2005-10-04T00:00:00.000Z,2018-04-27T00:00:00.000Z,2005-11-23T00:00:00.000Z
6130,26,26,Closed,2009-09-21T00:00:00.000Z,2014-11-07T00:00:00.000Z,2009-09-25T00:00:00.000Z
6131,1,1,Closed,2007-06-01T00:00:00.000Z,2010-03-16T00:00:00.000Z,2007-07-02T00:00:00.000Z
6133,1,1,Closed,2006-09-19T00:00:00.000Z,2009-08-21T00:00:00.000Z,2006-09-20T00:00:00.000Z
6134,8,8,Closed,2009-01-13T00:00:00.000Z,2012-05-08T00:00:00.000Z,2009-02-09T00:00:00.000Z
6136,0,0,Closed,2008-07-08T00:00:00.000Z,2010-11-09T00:00:00.000Z,2008-07-18T00:00:00.000Z
6138,0,0,Closed,2017-01-12T00:00:00.000Z,2017-01-12T00:00:00.000Z,2010-12-09T00:00:00.000Z
6139,1,1,Closed,2018-01-31T00:00:00.000Z,2018-01-31T00:00:00.000Z,2010-09-08T00:00:00.000Z
6140,0,0,Closed,2014-09-11T00:00:00.000Z,2014-09-24T00:00:00.000Z,2010-11-16T00:00:00.000Z
6141,0,0,Closed,2016-10-09T00:00:00.000Z,2016-10-09T00:00:00.000Z,2012-11-06T00:00:00.000Z
6142,0,0,Closed,2012-05-17T00:00:00.000Z,2012-05-17T00:00:00.000Z,2011-03-03T00:00:00.000Z
6143,0,0,Closed,2010-09-21T00:00:00.000Z,2014-01-29T00:00:00.000Z,2010-09-21T00:00:00.000Z
6144,1,1,Closed,2014-04-11T00:00:00.000Z,2014-04-15T00:00:00.000Z,2011-09-29T00:00:00.000Z
6145,1,1,Closed,2015-03-04T00:00:00.000Z,2015-03-04T00:00:00.000Z,2011-09-29T00:00:00.000Z
6146,0,0,Closed,2015-03-26T00:00:00.000Z,2015-03-26T00:00:00.000Z,2011-08-16T00:00:00.000Z
6155,0,0,Closed,2020-04-14T00:00:00.000Z,2020-04-14T00:00:00.000Z,2015-07-27T00:00:00.000Z
6157,0,0,Closed,2018-09-07T00:00:00.000Z,2018-09-18T00:00:00.000Z,2016-02-02T00:00:00.000Z
6158,0,0,Closed,2020-02-21T00:00:00.000Z,2020-02-24T00:00:00.000Z,2016-05-19T00:00:00.000Z
6162,0,0,Closed,2020-05-19T00:00:00.000Z,2020-05-20T00:00:00.000Z,2017-12-20T00:00:00.000Z
6163,1,1,Closed,2020-02-14T00:00:00.000Z,2022-08-05T00:00:00.000Z,2017-04-07T00:00:00.000Z
6171,0,0,Closed,2014-04-24T00:00:00.000Z,2019-03-14T00:00:00.000Z,2014-04-25T00:00:00.000Z
6173,0,0,Closed,2018-09-13T00:00:00.000Z,2020-05-13T00:00:00.000Z,2018-09-17T00:00:00.000Z
6176,11,11,Closed,2010-09-09T00:00:00.000Z,2014-05-06T00:00:00.000Z,2010-09-29T00:00:00.000Z
6177,0,0,Closed,2005-08-04T00:00:00.000Z,2010-01-14T00:00:00.000Z,2005-08-17T00:00:00.000Z
6194,1,1,Closed,2015-03-23T00:00:00.000Z,2017-03-15T00:00:00.000Z,2015-03-23T00:00:00.000Z
6195,0,0,Closed,2017-03-21T00:00:00.000Z,2018-05-09T00:00:00.000Z,2017-03-21T00:00:00.000Z
6196,1,1,Closed,2020-10-06T00:00:00.000Z,2020-10-06T00:00:00.000Z,2016-11-21T00:00:00.000Z
6197,0,0,Closed,2020-10-01T00:00:00.000Z,2020-10-08T00:00:00.000Z,2016-02-10T00:00:00.000Z
6199,15,15,Closed,2008-06-20T00:00:00.000Z,2010-09-13T00:00:00.000Z,2008-06-26T00:00:00.000Z
6203,0,0,Closed,2006-08-01T00:00:00.000Z,2006-08-09T00:00:00.000Z,2006-08-09T00:00:00.000Z
6205,0,0,Closed,2017-05-31T00:00:00.000Z,2017-06-12T00:00:00.000Z,2017-06-12T00:00:00.000Z
6207,0,0,Closed,2010-06-30T00:00:00.000Z,2010-06-30T00:00:00.000Z,2009-07-27T00:00:00.000Z
6208,1,1,Closed,2019-08-08T00:00:00.000Z,2019-08-08T00:00:00.000Z,2009-05-19T00:00:00.000Z
6209,0,0,Closed,2011-12-19T00:00:00.000Z,2011-12-19T00:00:00.000Z,2009-12-02T00:00:00.000Z
6212,0,0,Closed,2016-02-12T00:00:00.000Z,2016-02-12T00:00:00.000Z,2009-12-08T00:00:00.000Z
6213,1,1,Closed,2011-09-28T00:00:00.000Z,2011-10-05T00:00:00.000Z,2010-08-19T00:00:00.000Z
6214,2,2,Closed,2018-08-09T00:00:00.000Z,2018-07-13T00:00:00.000Z,2010-10-14T00:00:00.000Z
6215,1,1,Closed,2015-07-29T00:00:00.000Z,2015-08-04T00:00:00.000Z,2010-09-17T00:00:00.000Z
6216,1,1,Closed,2013-09-11T00:00:00.000Z,2013-09-11T00:00:00.000Z,2010-08-10T00:00:00.000Z
6217,4,4,Closed,2017-03-02T00:00:00.000Z,2017-03-03T00:00:00.000Z,2014-05-14T00:00:00.000Z
6218,0,0,Closed,2012-07-11T00:00:00.000Z,2014-06-16T00:00:00.000Z,2012-07-11T00:00:00.000Z
6225,0,0,Closed,2013-01-16T00:00:00.000Z,2013-01-16T00:00:00.000Z,2010-08-16T00:00:00.000Z
6226,0,0,Closed,2015-09-29T00:00:00.000Z,2015-09-29T00:00:00.000Z,2010-12-06T00:00:00.000Z
6227,0,0,Closed,2021-09-01T00:00:00.000Z,2021-09-14T00:00:00.000Z,2013-04-03T00:00:00.000Z
6229,0,0,Closed,2013-03-19T00:00:00.000Z,2013-03-19T00:00:00.000Z,2012-01-26T00:00:00.000Z
6230,0,0,Closed,2015-04-30T00:00:00.000Z,2015-04-30T00:00:00.000Z,2011-08-16T00:00:00.000Z
6231,0,0,Closed,2018-09-06T00:00:00.000Z,2018-12-11T00:00:00.000Z,2016-03-24T00:00:00.000Z
6232,0,0,Closed,2016-06-29T00:00:00.000Z,2016-11-14T00:00:00.000Z,2015-09-09T00:00:00.000Z
6233,2,2,Closed,2016-03-04T00:00:00.000Z,2016-03-04T00:00:00.000Z,2015-02-25T00:00:00.000Z
6234,0,0,Closed,2018-10-10T00:00:00.000Z,2018-10-19T00:00:00.000Z,2015-04-16T00:00:00.000Z
6235,1,1,Closed,2019-05-21T00:00:00.000Z,2019-05-21T00:00:00.000Z,2016-05-17T00:00:00.000Z
6236,1,1,Closed,2016-11-16T00:00:00.000Z,2017-10-03T00:00:00.000Z,2016-07-20T00:00:00.000Z
6237,1,1,Closed,2019-05-21T00:00:00.000Z,2019-05-21T00:00:00.000Z,2016-06-02T00:00:00.000Z
6238,14,22,Closed,2019-12-11T00:00:00.000Z,2019-12-11T00:00:00.000Z,2017-06-26T00:00:00.000Z
6239,0,0,Closed,2017-07-13T00:00:00.000Z,2023-07-21T00:00:00.000Z,2017-07-13T00:00:00.000Z
6240,1,1,Closed,2023-09-06T00:00:00.000Z,2023-09-13T00:00:00.000Z,2017-03-23T00:00:00.000Z
6242,1,1,Closed,2019-03-20T00:00:00.000Z,2019-03-20T00:00:00.000Z,2017-07-13T00:00:00.000Z
6243,1,1,Closed,2019-06-04T00:00:00.000Z,2019-06-05T00:00:00.000Z,2017-11-16T00:00:00.000Z
6245,2,3,Closed,2024-01-11T00:00:00.000Z,2024-01-11T00:00:00.000Z,2018-07-31T00:00:00.000Z
6246,1,1,Closed,2023-07-19T00:00:00.000Z,2023-07-19T00:00:00.000Z,2020-01-30T00:00:00.000Z
6259,0,0,Closed,2014-04-29T00:00:00.000Z,2017-02-03T00:00:00.000Z,2014-07-08T00:00:00.000Z
6262,1,1,Closed,2011-06-02T00:00:00.000Z,2015-11-03T00:00:00.000Z,2011-06-03T00:00:00.000Z
6263,0,0,Closed,2007-08-27T00:00:00.000Z,2011-11-10T00:00:00.000Z,2007-09-06T00:00:00.000Z
6278,1,1,Closed,2022-05-09T00:00:00.000Z,2022-05-10T00:00:00.000Z,2012-09-10T00:00:00.000Z
6279,5,5,Closed,2016-11-21T00:00:00.000Z,2017-02-02T00:00:00.000Z,2013-07-22T00:00:00.000Z
6280,0,0,Closed,2015-11-09T00:00:00.000Z,2015-03-30T00:00:00.000Z,2012-02-06T00:00:00.000Z
6283,0,0,Closed,2011-01-26T00:00:00.000Z,2013-05-23T00:00:00.000Z,2011-02-07T00:00:00.000Z
6284,0,0,Closed,2014-09-23T00:00:00.000Z,2017-09-28T00:00:00.000Z,2014-09-26T00:00:00.000Z
6290,0,0,Closed,2022-08-31T00:00:00.000Z,2022-09-16T00:00:00.000Z,2019-09-18T00:00:00.000Z
6292,0,0,Closed,2024-05-14T00:00:00.000Z,2024-05-14T00:00:00.000Z,2024-05-14T00:00:00.000Z
6293,1,1,Closed,2021-02-22T00:00:00.000Z,2023-09-18T00:00:00.000Z,2021-02-22T00:00:00.000Z
6295,1,1,Closed,2020-10-29T00:00:00.000Z,2021-08-06T00:00:00.000Z,2020-10-29T00:00:00.000Z
6300,1,1,Closed,2017-09-18T00:00:00.000Z,2017-09-17T00:00:00.000Z,2007-09-12T00:00:00.000Z
6301,1,1,Closed,2014-11-06T00:00:00.000Z,2015-05-26T00:00:00.000Z,2008-01-29T00:00:00.000Z
6303,0,0,Closed,2008-11-08T00:00:00.000Z,2012-04-30T00:00:00.000Z,2007-06-22T00:00:00.000Z
6305,0,0,Closed,2010-06-04T00:00:00.000Z,2010-06-11T00:00:00.000Z,2008-03-21T00:00:00.000Z
6306,0,0,Closed,2010-06-14T00:00:00.000Z,2010-06-14T00:00:00.000Z,2008-02-04T00:00:00.000Z
6308,0,0,Closed,2011-12-28T00:00:00.000Z,2013-02-04T00:00:00.000Z,2008-09-22T00:00:00.000Z
6309,0,0,Closed,2013-10-08T00:00:00.000Z,2009-06-18T00:00:00.000Z,2008-03-17T00:00:00.000Z
6310,1,1,Closed,2023-09-26T00:00:00.000Z,2023-09-26T00:00:00.000Z,2020-08-05T00:00:00.000Z
6313,0,0,Closed,2022-12-30T00:00:00.000Z,2022-12-30T00:00:00.000Z,2019-07-08T00:00:00.000Z
6314,0,0,Closed,2024-07-24T00:00:00.000Z,2024-07-24T00:00:00.000Z,2020-11-09T00:00:00.000Z
6317,1,1,Closed,2022-10-07T00:00:00.000Z,2022-10-12T00:00:00.000Z,2019-05-06T00:00:00.000Z
6320,0,0,Closed,2024-01-11T00:00:00.000Z,2024-01-11T00:00:00.000Z,2020-02-25T00:00:00.000Z
6321,0,0,Closed,2023-01-12T00:00:00.000Z,2023-01-12T00:00:00.000Z,2020-10-13T00:00:00.000Z
6322,1,1,Closed,2021-03-08T00:00:00.000Z,2021-07-11T00:00:00.000Z,2021-03-08T00:00:00.000Z
6323,0,0,Closed,2021-07-19T00:00:00.000Z,2021-07-19T00:00:00.000Z,2019-11-25T00:00:00.000Z
6324,0,0,Closed,2016-04-27T00:00:00.000Z,2014-04-28T00:00:00.000Z,2009-04-07T00:00:00.000Z
6325,0,0,Closed,2014-04-25T00:00:00.000Z,2018-10-22T00:00:00.000Z,2009-09-03T00:00:00.000Z
6347,0,0,Closed,2006-10-05T00:00:00.000Z,2006-02-01T00:00:00.000Z,2004-03-15T00:00:00.000Z
6348,0,0,Closed,2006-01-26T00:00:00.000Z,2005-10-28T00:00:00.000Z,2004-03-23T00:00:00.000Z
6349,1,1,Closed,2018-11-06T00:00:00.000Z,2018-11-06T00:00:00.000Z,2017-01-13T00:00:00.000Z
6350,0,0,Closed,2023-06-27T00:00:00.000Z,2023-06-22T00:00:00.000Z,2017-12-20T00:00:00.000Z
6352,0,0,Closed,2021-01-27T00:00:00.000Z,2021-01-28T00:00:00.000Z,2017-03-29T00:00:00.000Z
6354,0,0,Closed,2011-07-14T00:00:00.000Z,2013-09-24T00:00:00.000Z,2011-07-28T00:00:00.000Z
6356,2,2,Closed,2010-04-22T00:00:00.000Z,2013-08-27T00:00:00.000Z,2010-06-14T00:00:00.000Z
6357,0,0,Closed,2007-06-25T00:00:00.000Z,2019-07-29T00:00:00.000Z,2007-07-26T00:00:00.000Z
6358,0,0,Closed,2018-09-11T00:00:00.000Z,2023-01-20T00:00:00.000Z,2018-09-19T00:00:00.000Z
6364,0,0,Closed,2016-10-18T00:00:00.000Z,2016-10-19T00:00:00.000Z,2010-12-06T00:00:00.000Z
6365,1,1,Closed,2015-01-07T00:00:00.000Z,2014-12-08T00:00:00.000Z,2013-02-15T00:00:00.000Z
6366,0,0,Closed,2016-03-04T00:00:00.000Z,2016-08-11T00:00:00.000Z,2011-11-19T00:00:00.000Z
6367,0,0,Closed,2013-04-30T00:00:00.000Z,2013-07-15T00:00:00.000Z,2012-02-06T00:00:00.000Z
6368,1,1,Closed,2021-09-16T00:00:00.000Z,2021-09-21T00:00:00.000Z,2012-08-06T00:00:00.000Z
6369,0,0,Closed,2016-03-29T00:00:00.000Z,2016-03-29T00:00:00.000Z,2012-07-23T00:00:00.000Z
6370,0,0,Closed,2015-01-26T00:00:00.000Z,2015-03-26T00:00:00.000Z,2011-12-21T00:00:00.000Z
6372,1,1,Closed,2022-05-04T00:00:00.000Z,2022-05-05T00:00:00.000Z,2012-08-06T00:00:00.000Z
6386,0,0,Closed,2011-08-08T00:00:00.000Z,2014-09-04T00:00:00.000Z,2011-09-29T00:00:00.000Z
6389,0,0,Closed,2005-09-13T00:00:00.000Z,2010-04-22T00:00:00.000Z,2005-09-19T00:00:00.000Z
6391,0,0,Closed,2016-03-03T00:00:00.000Z,2016-03-25T00:00:00.000Z,2016-03-25T00:00:00.000Z
6395,0,0,Closed,2017-01-17T00:00:00.000Z,2021-11-24T00:00:00.000Z,2017-01-26T00:00:00.000Z
6397,1,1,Closed,2008-09-29T00:00:00.000Z,2012-05-08T00:00:00.000Z,2008-09-30T00:00:00.000Z
6399,0,0,Closed,2005-09-03T00:00:00.000Z,2012-11-18T00:00:00.000Z,2005-09-07T00:00:00.000Z
6400,19,19,Closed,2009-09-16T00:00:00.000Z,2014-10-30T00:00:00.000Z,2009-09-24T00:00:00.000Z
6401,0,0,Closed,2011-06-07T00:00:00.000Z,2018-07-06T00:00:00.000Z,2011-06-09T00:00:00.000Z
6413,8,8,Closed,2012-08-06T00:00:00.000Z,2016-01-04T00:00:00.000Z,2012-08-07T00:00:00.000Z
6414,0,0,Closed,2016-11-30T00:00:00.000Z,2024-05-08T00:00:00.000Z,2016-12-01T00:00:00.000Z
6415,0,0,Closed,2008-09-29T00:00:00.000Z,2012-05-08T00:00:00.000Z,2008-09-30T00:00:00.000Z
6417,0,0,Closed,2006-08-29T00:00:00.000Z,2009-03-22T00:00:00.000Z,2006-08-31T00:00:00.000Z
6418,0,0,Closed,2008-07-08T00:00:00.000Z,2010-11-09T00:00:00.000Z,2008-07-18T00:00:00.000Z
6422,0,0,Closed,2012-10-04T00:00:00.000Z,2012-10-24T00:00:00.000Z,2011-06-15T00:00:00.000Z
6424,1,1,Closed,2014-05-09T00:00:00.000Z,2014-05-09T00:00:00.000Z,2011-07-27T00:00:00.000Z
6425,10,15,Closed,2017-10-17T00:00:00.000Z,2017-10-17T00:00:00.000Z,2012-05-07T00:00:00.000Z
6426,0,0,Closed,2012-02-13T00:00:00.000Z,2015-03-26T00:00:00.000Z,2012-02-13T00:00:00.000Z
6427,1,1,Closed,2012-07-02T00:00:00.000Z,2014-06-19T00:00:00.000Z,2011-08-18T00:00:00.000Z
6428,1,1,Closed,2023-04-05T00:00:00.000Z,2022-04-05T00:00:00.000Z,2012-02-13T00:00:00.000Z
6430,1,1,Closed,2022-06-13T00:00:00.000Z,2022-06-14T00:00:00.000Z,2012-05-01T00:00:00.000Z
6447,0,0,Closed,2018-10-19T00:00:00.000Z,2020-08-12T00:00:00.000Z,2018-06-29T00:00:00.000Z
6449,1,1,Closed,2020-01-15T00:00:00.000Z,2020-01-15T00:00:00.000Z,2017-03-15T00:00:00.000Z
6450,0,0,Closed,2024-01-23T00:00:00.000Z,2024-01-23T00:00:00.000Z,2017-12-04T00:00:00.000Z
6453,1,1,Closed,2023-04-06T00:00:00.000Z,2023-04-07T00:00:00.000Z,2018-09-10T00:00:00.000Z
6457,0,0,Closed,2006-06-13T00:00:00.000Z,2009-03-16T00:00:00.000Z,2006-06-22T00:00:00.000Z
6460,6,6,Closed,2007-09-25T00:00:00.000Z,2012-10-17T00:00:00.000Z,2007-09-26T00:00:00.000Z
6463,4,4,Closed,2004-04-28T00:00:00.000Z,2004-05-13T00:00:00.000Z,2004-05-13T00:00:00.000Z
6465,0,0,Closed,2007-07-12T00:00:00.000Z,2007-08-10T00:00:00.000Z,2007-08-10T00:00:00.000Z
6473,0,0,Closed,2019-12-10T00:00:00.000Z,2019-12-20T00:00:00.000Z,2018-08-17T00:00:00.000Z
6474,1,1,Closed,2019-03-28T00:00:00.000Z,2019-03-28T00:00:00.000Z,2018-09-17T00:00:00.000Z
6475,1,1,Closed,2023-10-31T00:00:00.000Z,2023-10-31T00:00:00.000Z,2019-01-24T00:00:00.000Z
6476,0,0,Closed,2021-04-16T00:00:00.000Z,2022-03-29T00:00:00.000Z,2018-06-15T00:00:00.000Z
6477,115,213,Closed,2022-05-25T00:00:00.000Z,2022-06-16T00:00:00.000Z,2018-06-14T00:00:00.000Z
6485,0,0,Closed,2021-12-16T00:00:00.000Z,2021-12-16T00:00:00.000Z,2019-10-08T00:00:00.000Z
6509,0,0,Closed,2014-03-17T00:00:00.000Z,2014-03-17T00:00:00.000Z,2013-03-05T00:00:00.000Z
6511,0,0,Closed,2017-06-08T00:00:00.000Z,2017-06-09T00:00:00.000Z,2013-05-09T00:00:00.000Z
6512,1,1,Closed,2014-09-02T00:00:00.000Z,2014-09-04T00:00:00.000Z,2013-10-15T00:00:00.000Z
6514,1,1,Closed,2008-04-18T00:00:00.000Z,2013-04-01T00:00:00.000Z,2008-04-21T00:00:00.000Z
6522,8,8,Closed,2019-11-20T00:00:00.000Z,2023-12-19T00:00:00.000Z,2019-11-21T00:00:00.000Z
6526,0,0,Closed,2002-09-06T00:00:00.000Z,2003-06-27T00:00:00.000Z,2002-09-06T00:00:00.000Z
6542,1,1,Closed,2007-06-11T00:00:00.000Z,2007-06-11T00:00:00.000Z,2004-03-25T00:00:00.000Z
6543,0,0,Closed,2005-08-03T00:00:00.000Z,2005-08-15T00:00:00.000Z,2002-07-23T00:00:00.000Z
6545,0,0,Closed,2007-07-16T00:00:00.000Z,2007-08-01T00:00:00.000Z,2003-10-22T00:00:00.000Z
6546,15,15,Closed,2011-03-16T00:00:00.000Z,2011-03-16T00:00:00.000Z,2005-07-05T00:00:00.000Z
6549,0,0,Closed,2004-10-26T00:00:00.000Z,2006-01-30T00:00:00.000Z,2004-10-26T00:00:00.000Z
6551,1,6,Closed,2009-02-06T00:00:00.000Z,2009-02-05T00:00:00.000Z,2004-10-20T00:00:00.000Z
6552,0,0,Closed,2007-06-05T00:00:00.000Z,2007-06-05T00:00:00.000Z,2004-06-23T00:00:00.000Z
