,state,county,stateNumberCode,countyCode,disasterNumber,region,programArea,programFy
13555,Florida,Collier,12,21,4486,4,HMGP,2020
13556,Oregon,Clackamas,41,5,4562,10,HMGP,2020
13557,Ohio,Mahoning,39,99,4507,5,HMGP,2020
13559,Maine,Waldo,23,27,1198,1,HMGP,1998
13560,California,Orange,6,59,1046,9,HMGP,1995
13562,Mississippi,Quitman,28,119,1983,4,HMGP,2011
13563,Texas,Bastrop,48,21,1999,6,HMGP,2011
13564,Puerto Rico,San Juan,72,127,4017,2,HMGP,2011
13565,Illinois,DuPage,17,43,1935,5,HMGP,2010
13566,Oklahoma,Latimer,40,77,1988,6,HMGP,2011
13567,Alabama,Bullock,1,11,1971,4,HMGP,2011
13568,Vermont,Chittenden,50,7,4022,1,HMGP,2011
13569,Washington,Clallam,53,9,1963,10,HMGP,2011
13570,Alabama,Franklin,1,59,1971,4,HMGP,2011
13571,Missouri,Bates,29,13,1980,7,HMGP,2011
13572,South Dakota,Clark,46,25,4656,8,HMGP,2022
13573,California,Kern,6,29,4683,9,HMGP,2023
13574,Pennsylvania,Chester,42,29,4030,3,HMGP,2011
13575,Delaware,Sussex,10,5,4090,3,HMGP,2013
13576,Massachusetts,Worcester,25,27,4051,1,HMGP,2012
13577,Washington,Snohomish,53,61,4083,10,HMGP,2012
13578,New Jersey,Ocean,34,29,4086,2,HMGP,2013
13579,South Dakota,Faulk,46,49,4155,8,HMGP,2014
13580,Alabama,Monroe,1,99,4082,4,HMGP,2012
13581,Louisiana,E. Baton Rouge,22,33,4080,6,HMGP,2012
13582,West Virginia,Kanawha,54,39,4093,3,HMGP,2013
13583,New Jersey,Mercer,34,21,4086,2,HMGP,2013
13584,New Jersey,Cape May,34,9,4086,2,HMGP,2013
13585,New Jersey,Ocean,34,29,4086,2,HMGP,2013
13586,New Jersey,Cape May,34,9,4086,2,HMGP,2013
13587,Colorado,Arapahoe,8,5,4133,8,HMGP,2013
13588,New Jersey,Ocean,34,29,4086,2,HMGP,2013
13595,Virgin Islands of the U.S.,St. Croix,78,10,4340,2,HMGP,2017
13596,Georgia,Worth,13,321,4338,4,HMGP,2017
13597,Kansas,Statewide,20,0,4449,7,HMGP,2019
13598,Georgia,DeKalb,13,89,4400,4,HMGP,2019
13599,Kansas,Sedgwick,20,173,4403,7,HMGP,2019
13600,Florida,Alachua,12,1,4337,4,HMGP,2017
13601,Wisconsin,Waukesha,55,133,4402,5,HMGP,2019
13602,Puerto Rico,Vega Baja,72,145,4339,2,HMGP,2017
13603,Mississippi,Tishomingo,28,141,4429,4,HMGP,2019
13604,Virgin Islands of the U.S.,St. Croix,78,10,4340,2,HMGP,2017
13605,Tennessee,Statewide,47,0,4471,4,HMGP,2020
13606,Alaska,Bethel (CA),2,50,4413,10,HMGP,2019
13607,Puerto Rico,San German,72,125,4339,2,HMGP,2017
13608,Puerto Rico,Aibonito,72,9,4339,2,HMGP,2017
13609,Puerto Rico,San Juan,72,127,4017,2,HMGP,2011
13610,Georgia,Talbot,13,263,1973,4,HMGP,2011
13611,Alabama,DeKalb,1,49,1971,4,HMGP,2011
13612,Florida,Wakulla,12,129,4068,4,HMGP,2012
13613,Colorado,Arapahoe,8,5,4067,8,HMGP,2012
13614,Delaware,Sussex,10,5,4090,3,HMGP,2013
13615,South Dakota,Beadle,46,5,4155,8,HMGP,2014
13616,South Dakota,Faulk,46,49,4137,8,HMGP,2013
13617,Mississippi,Coahoma,28,27,1604,4,HMGP,2005
13618,South Dakota,Hutchinson,46,67,4115,8,HMGP,2013
13619,Delaware,New Castle,10,3,4090,3,HMGP,2013
13620,South Dakota,Hutchinson,46,67,4115,8,HMGP,2013
13621,South Dakota,Beadle,46,5,4155,8,HMGP,2014
13622,New Jersey,Warren,34,41,4086,2,HMGP,2013
13627,South Dakota,Brown,46,13,1218,8,HMGP,1998
13628,California,Statewide,6,0,1046,9,HMGP,1995
13629,California,Statewide,6,0,1155,9,HMGP,1997
13630,North Dakota,Grand Forks,38,35,1174,8,HMGP,1997
13631,California,Statewide,6,0,1008,9,HMGP,1994
13632,California,Statewide,6,0,1155,9,HMGP,1997
13633,California,Statewide,6,0,1203,9,HMGP,1998
13634,California,Statewide,6,0,1044,9,HMGP,1995
13635,California,Statewide,6,0,1008,9,HMGP,1994
13636,California,Statewide,6,0,1008,9,HMGP,1994
13637,New York,Broome,36,7,4085,2,HMGP,2013
13638,Louisiana,Ascension,22,5,4080,6,HMGP,2012
13639,Rhode Island,Washington,44,9,4089,1,HMGP,2013
13640,Nebraska,Wayne,31,179,4185,7,HMGP,2014
13641,South Dakota,Meade,46,93,4186,8,HMGP,2014
13642,Mississippi,Lee,28,81,4175,4,HMGP,2014
13643,West Virginia,Morgan,54,65,4210,3,HMGP,2015
13644,New Mexico,Dona Ana,35,13,4199,6,HMGP,2015
13645,North Carolina,Greene,37,79,4285,4,HMGP,2017
13646,Texas,Grayson,48,181,4223,6,HMGP,2015
13656,New Hampshire,Rockingham,33,15,923,1,HMGP,1992
13657,California,Orange,6,59,1008,9,HMGP,1994
13658,Mississippi,Simpson,28,127,1251,4,HMGP,1998
13659,North Dakota,Ramsey,38,71,1220,8,HMGP,1998
13660,Vermont,Lamoille,50,15,4720,1,HMGP,2023
13661,West Virginia,Mercer,54,55,4678,3,HMGP,2023
13662,Puerto Rico,Vieques,72,147,4339,2,HMGP,2017
13663,California,Orange,6,59,4699,9,HMGP,2023
13664,Indiana,Statewide,18,0,4704,5,HMGP,2023
13665,Pennsylvania,Monroe,42,89,4506,3,HMGP,2020
13671,California,Orange,6,59,1008,9,HMGP,1994
13672,Florida,Pinellas,12,103,1141,4,HMGP,1997
13673,California,Orange,6,59,1008,9,HMGP,1994
13674,Georgia,Elbert,13,105,1033,4,HMGP,1994
13675,Kentucky,Harrison,21,97,1163,4,HMGP,1997
13676,Texas,McLennan,48,309,4223,6,HMGP,2015
13677,Florida,Nassau,12,89,4283,4,HMGP,2017
13678,North Carolina,Bladen,37,17,4285,4,HMGP,2017
13679,California,Riverside,6,65,1952,9,HMGP,2011
13680,District of Columbia,District of Columbia,11,1,4260,3,HMGP,2016
13681,Missouri,Jefferson,29,99,4317,7,HMGP,2017
13682,Florida,Collier,12,21,1393,4,HMGP,2001
13683,Oklahoma,Le Flore,40,79,1401,6,HMGP,2002
13684,Oregon,Wheeler,41,69,1510,10,HMGP,2004
13685,District of Columbia,District of Columbia,11,1,1493,3,HMGP,2003
13686,North Carolina,Columbus,37,47,4285,4,HMGP,2017
13687,Arizona,Mohave,4,15,5095,9,HMGP,2015
13688,Louisiana,Tangipahoa,22,105,4277,6,HMGP,2016
13689,Oklahoma,Blaine,40,11,4315,6,HMGP,2017
13690,California,Orange,6,59,4353,9,HMGP,2018
13691,California,Riverside,6,65,4308,9,HMGP,2017
13692,Missouri,Jefferson,29,99,4317,7,HMGP,2017
13693,Mississippi,Lee,28,81,4350,4,HMGP,2018
13694,Oklahoma,Greer,40,55,4373,6,HMGP,2018
13695,California,Riverside,6,65,4407,9,HMGP,2019
13696,South Carolina,Calhoun,45,17,5162,4,HMGP,2017
13697,Florida,Collier,12,21,4337,4,HMGP,2017
13698,South Carolina,Oconee,45,73,4394,4,HMGP,2018
13699,Maine,Lincoln,23,15,4208,1,HMGP,2015
13700,Virginia,Hampton (city),51,650,4262,3,HMGP,2016
13701,Nebraska,Furnas,31,65,4321,7,HMGP,2017
13702,Florida,St. Johns,12,109,4283,4,HMGP,2017
13703,North Carolina,Columbus,37,47,4285,4,HMGP,2017
13704,West Virginia,Nicholas,54,67,4273,3,HMGP,2016
13705,North Carolina,Bladen,37,17,4285,4,HMGP,2017
13706,Oklahoma,Noble,40,103,1401,6,HMGP,2002
13707,Florida,Duval,12,31,1561,4,HMGP,2004
13708,Georgia,Fayette,13,113,1560,4,HMGP,2004
13709,Nevada,Washoe,32,31,1540,9,HMGP,2004
13710,Puerto Rico,Humacao,72,69,1552,2,HMGP,2004
13711,Indiana,Statewide,18,0,1487,5,HMGP,2003
13712,Ohio,Belmont,39,13,1556,5,HMGP,2004
13713,Florida,Pinellas,12,103,1545,4,HMGP,2004
13714,Louisiana,Winn,22,127,1607,6,HMGP,2005
13715,Louisiana,Tangipahoa,22,105,1607,6,HMGP,2005
13716,Florida,Pinellas,12,103,1561,4,HMGP,2004
13717,Florida,Collier,12,21,1609,4,HMGP,2006
13718,Virginia,Giles,51,71,1655,3,HMGP,2006
13719,Texas,Walker,48,471,1606,6,HMGP,2005
13720,District of Columbia,District of Columbia,11,1,1030,3,HMGP,1994
13721,Florida,Collier,12,21,955,4,HMGP,1992
13722,California,Orange,6,59,1203,9,HMGP,1998
13723,Rhode Island,Washington,44,9,9004,1,PDM,2000
13724,California,Statewide,6,0,845,9,HMGP,1990
13725,California,Statewide,6,0,1008,9,HMGP,1994
13726,Idaho,Benewah,16,9,1102,10,HMGP,1996
13727,Arizona,Yuma,4,27,977,9,HMGP,1993
13728,Florida,Duval,12,31,1195,4,HMGP,1998
13730,North Carolina,Craven,37,49,4393,4,HMGP,2018
13731,California,Statewide,6,0,4407,9,HMGP,2019
13732,California,Amador,6,5,4308,9,HMGP,2017
13733,Oregon,Deschutes,41,17,5195,10,HMGP,2017
13734,Florida,Palm Beach,12,99,4337,4,HMGP,2017
13735,Oregon,Clackamas,41,5,5195,10,HMGP,2017
13736,California,Statewide,6,0,4407,9,HMGP,2019
13737,Florida,Duval,12,31,4337,4,HMGP,2017
13738,North Carolina,New Hanover,37,129,4393,4,HMGP,2018
13739,South Carolina,Oconee,45,73,4542,4,HMGP,2020
13740,Nebraska,Wayne,31,179,1674,7,HMGP,2007
13741,Louisiana,Tangipahoa,22,105,1603,6,HMGP,2005
13742,Nevada,Washoe,32,31,1629,9,HMGP,2006
13743,New Hampshire,Sullivan,33,19,1610,1,HMGP,2006
13744,Oklahoma,Delaware,40,41,4222,6,HMGP,2015
13745,Texas,Brooks,48,47,4223,6,HMGP,2015
13746,Louisiana,Ascension,22,5,4263,6,HMGP,2016
13747,Idaho,Benewah,16,9,4246,10,HMGP,2016
13748,Oklahoma,Le Flore,40,79,4247,6,HMGP,2016
13749,West Virginia,Nicholas,54,67,4273,3,HMGP,2016
13750,Texas,Wharton,48,481,4269,6,HMGP,2016
13751,Georgia,Fannin,13,111,4338,4,HMGP,2017
13752,South Carolina,Beaufort,45,13,4286,4,HMGP,2017
13753,Florida,Duval,12,31,4337,4,HMGP,2017
13754,Texas,Fayette,48,149,4332,6,HMGP,2017
13758,Michigan,Presque Isle,26,141,4195,5,HMGP,2014
13759,Louisiana,Grant,22,43,4263,6,HMGP,2016
13760,Oklahoma,Greer,40,55,1401,6,HMGP,2002
13761,Florida,St. Johns,12,109,1393,4,HMGP,2001
13762,North Carolina,Lee,37,105,1448,4,HMGP,2003
13763,Oklahoma,Coal,40,29,1355,6,HMGP,2001
13764,Oklahoma,Le Flore,40,79,1401,6,HMGP,2002
13765,Oklahoma,Le Flore,40,79,1401,6,HMGP,2002
13766,Iowa,Delaware,19,55,1518,7,HMGP,2004
13767,Oklahoma,Kiowa,40,75,1401,6,HMGP,2002
13768,Florida,Duval,12,31,1545,4,HMGP,2004
13769,Florida,Palm Beach,12,99,1561,4,HMGP,2004
13770,Illinois,Williamson,17,199,1112,5,HMGP,1996
13771,Florida,Collier,12,21,955,4,HMGP,1992
13772,California,Santa Cruz,6,87,845,9,HMGP,1990
13773,California,Orange,6,59,935,9,HMGP,1992
13774,New York,Schoharie,36,95,1095,2,HMGP,1996
13775,California,Statewide,6,0,845,9,HMGP,1990
13776,Minnesota,Ramsey,27,123,1187,5,HMGP,1997
13777,Maryland,Statewide,24,0,1094,3,HMGP,1996
13778,Indiana,Statewide,18,0,4173,5,HMGP,2014
13779,Ohio,Auglaize,39,11,4360,5,HMGP,2018
13780,Wyoming,Sublette,56,35,5241,8,HMGP,2018
13781,Georgia,McDuffie,13,189,4338,4,HMGP,2017
13782,South Carolina,Beaufort,45,13,4394,4,HMGP,2018
13783,West Virginia,Roane,54,87,4359,3,HMGP,2018
13784,Virginia,Pulaski,51,155,4411,3,HMGP,2019
13785,Iowa,Dickinson,19,59,4421,7,HMGP,2019
13786,California,Statewide,6,0,4407,9,HMGP,2019
13787,Minnesota,McLeod,27,85,4390,5,HMGP,2018
13788,Florida,Pinellas,12,103,4337,4,HMGP,2017
13789,Florida,St. Johns,12,109,4283,4,HMGP,2017
13790,California,Riverside,6,65,1952,9,HMGP,2011
13791,Virginia,Pulaski,51,155,4291,3,HMGP,2017
13792,Texas,McLennan,48,309,4223,6,HMGP,2015
13793,Mississippi,Grenada,28,43,4314,4,HMGP,2017
13794,Florida,Pinellas,12,103,4280,4,HMGP,2016
13795,Alabama,Statewide,1,0,4349,4,HMGP,2018
13796,Kansas,Clay,20,27,4304,7,HMGP,2017
13797,Kansas,Cherokee,20,21,4319,7,HMGP,2017
13798,Ohio,Athens,39,9,4360,5,HMGP,2018
13799,Alabama,Colbert,1,33,1605,4,HMGP,2005
13800,New York,Broome,36,7,1589,2,HMGP,2005
13801,Louisiana,Lafourche,22,57,1603,6,HMGP,2005
13802,Missouri,Pettis,29,159,1635,7,HMGP,2006
13803,Missouri,Pettis,29,159,1635,7,HMGP,2006
13804,Mississippi,Grenada,28,43,1604,4,HMGP,2005
13805,Louisiana,Tangipahoa,22,105,1603,6,HMGP,2005
13806,New Jersey,Cape May,34,9,4086,2,HMGP,2013
13807,Tennessee,Shelby,47,157,4171,4,HMGP,2014
13808,Alabama,DeKalb,1,49,4251,4,HMGP,2016
13809,South Dakota,Faulk,46,49,4155,8,HMGP,2014
13810,South Dakota,Hughes,46,65,4233,8,HMGP,2015
13811,South Dakota,Grant,46,51,4233,8,HMGP,2015
13812,Alabama,Jefferson,1,73,4176,4,HMGP,2014
13813,Maryland,Talbot,24,41,4261,3,HMGP,2016
13814,West Virginia,Kanawha,54,39,4219,3,HMGP,2015
13815,Washington,Pierce,53,53,4249,10,HMGP,2016
13816,Texas,Bastrop,48,21,4272,6,HMGP,2016
13826,South Dakota,Grant,46,51,4155,8,HMGP,2014
13837,California,Los Angeles,6,37,4558,9,HMGP,2020
13838,Georgia,Charlton,13,49,4501,4,HMGP,2020
13839,California,Los Angeles,6,37,4407,9,HMGP,2019
13840,Hawaii,Kauai,15,7,4549,9,HMGP,2020
13841,Washington,Pierce,53,53,5395,10,HMGP,2021
13842,Virgin Islands of the U.S.,St. Croix,78,10,4340,2,HMGP,2017
13843,West Virginia,Kanawha,54,39,4273,3,HMGP,2016
13844,Florida,Monroe,12,87,4337,4,HMGP,2017
13852,New Jersey,Sussex,34,37,4086,2,HMGP,2013
13853,Alabama,Geneva,1,61,4082,4,HMGP,2012
13854,New Jersey,Sussex,34,37,4086,2,HMGP,2013
13855,South Carolina,Clarendon,45,27,4241,4,HMGP,2016
13856,South Dakota,Faulk,46,49,4233,8,HMGP,2015
13857,Oklahoma,Washita,40,149,4256,6,HMGP,2016
13858,Texas,Rusk,48,401,4266,6,HMGP,2016
13859,South Dakota,Statewide,46,0,4298,8,HMGP,2017
13860,Wyoming,Statewide,56,0,4327,8,HMGP,2017
13861,Wisconsin,Crawford,55,23,4343,5,HMGP,2018
13862,Kansas,Statewide,20,0,4287,7,HMGP,2017
13863,Kansas,Sedgwick,20,173,4347,7,HMGP,2018
13864,Oklahoma,Roger Mills,40,129,4299,6,HMGP,2017
13865,Kansas,Shawnee,20,177,4319,7,HMGP,2017
13866,Arkansas,Independence,5,63,4270,6,HMGP,2016
13867,New Hampshire,Rockingham,33,15,4329,1,HMGP,2017
13868,South Dakota,Spink,46,115,5229,8,HMGP,2018
13869,California,Orange,6,59,4344,9,HMGP,2018
13870,California,Statewide,6,0,4308,9,HMGP,2017
13871,North Carolina,Dare,37,55,4393,4,HMGP,2018
13872,Florida,Pinellas,12,103,4337,4,HMGP,2017
13873,Texas,Wharton,48,481,4332,6,HMGP,2017
13874,Maryland,Statewide,24,0,4376,3,HMGP,2018
13875,California,Statewide,6,0,4431,9,HMGP,2019
13876,Louisiana,St. Helena,22,91,4277,6,HMGP,2016
13877,Florida,St. Johns,12,109,1393,4,HMGP,2001
13878,Michigan,Washtenaw,26,161,1346,5,HMGP,2001
13879,Florida,Palm Beach,12,99,1359,4,HMGP,2001
13880,California,Statewide,6,0,1342,9,HMGP,2000
13881,Oklahoma,Le Flore,40,79,1355,6,HMGP,2001
13882,Minnesota,Anoka,27,3,1419,5,HMGP,2002
13883,Maryland,Statewide,24,0,1492,3,HMGP,2003
13884,Indiana,Statewide,18,0,1433,5,HMGP,2002
13885,Alabama,Statewide,1,0,1549,4,HMGP,2004
13886,Oklahoma,Coal,40,29,1401,6,HMGP,2002
13887,Louisiana,Lafourche,22,57,1437,6,HMGP,2003
13888,Texas,Wharton,48,481,930,6,HMGP,1992
13889,North Carolina,Stokes,37,169,827,4,HMGP,1989
13890,California,Statewide,6,0,1203,9,HMGP,1998
13891,District of Columbia,District of Columbia,11,1,1030,3,HMGP,1994
13892,Florida,Collier,12,21,955,4,HMGP,1992
13893,California,Riverside,6,65,979,9,HMGP,1993
13894,California,Orange,6,59,1005,9,HMGP,1994
13895,California,Statewide,6,0,1008,9,HMGP,1994
13896,Maine,Waldo,23,27,9002,1,PDM,2000
13897,Texas,Fayette,48,149,4223,6,HMGP,2015
13898,Mississippi,Grenada,28,43,4175,4,HMGP,2014
13899,Kansas,Cherokee,20,21,4230,7,HMGP,2015
13900,Missouri,Christian,29,43,4238,7,HMGP,2015
13901,South Dakota,Meade,46,93,4298,8,HMGP,2017
13902,Georgia,Early,13,99,4338,4,HMGP,2017
13903,California,Orange,6,59,4344,9,HMGP,2018
13904,South Carolina,Beaufort,45,13,4286,4,HMGP,2017
13905,Virginia,Gloucester,51,73,1491,3,HMGP,2003
13906,Puerto Rico,Sabana Grande,72,121,1613,2,HMGP,2006
13907,Alabama,Shelby,1,117,1605,4,HMGP,2005
13908,Louisiana,Lafourche,22,57,1603,6,HMGP,2005
13909,California,Orange,6,59,1689,9,HMGP,2007
13910,Texas,Live Oak,48,297,1624,6,HMGP,2006
13911,Louisiana,Tangipahoa,22,105,1603,6,HMGP,2005
13912,Nevada,Washoe,32,31,1153,9,HMGP,1997
13913,Georgia,Elbert,13,105,1033,4,HMGP,1994
13914,New Hampshire,Rockingham,33,15,1077,1,HMGP,1996
13915,California,Amador,6,5,1008,9,HMGP,1994
13916,Louisiana,Ascension,22,5,4611,6,HMGP,2021
13917,Louisiana,Lafourche,22,57,4611,6,HMGP,2021
13918,New Hampshire,Carroll,33,3,4624,1,HMGP,2022
13919,Florida,Pinellas,12,103,4337,4,HMGP,2017
13920,Florida,Palm Beach,12,99,4337,4,HMGP,2017
13921,California,Riverside,6,65,4407,9,HMGP,2019
13922,New Hampshire,Rockingham,33,15,4329,1,HMGP,2017
13923,Georgia,Wayne,13,305,4338,4,HMGP,2017
13924,Nevada,Washoe,32,31,5154,9,HMGP,2017
13925,South Dakota,Charles Mix,46,23,5229,8,HMGP,2018
13926,Texas,Fayette,48,149,4332,6,HMGP,2017
13927,Florida,Collier,12,21,4337,4,HMGP,2017
13928,North Carolina,Columbus,37,47,4393,4,HMGP,2018
13929,Louisiana,Tangipahoa,22,105,1603,6,HMGP,2005
13930,Louisiana,Lafourche,22,57,1603,6,HMGP,2005
13931,Louisiana,Grant,22,43,1668,6,HMGP,2007
13932,Oklahoma,Le Flore,40,79,1678,6,HMGP,2007
13933,Florida,Jackson,12,63,1545,4,HMGP,2004
13934,Louisiana,Lafourche,22,57,1603,6,HMGP,2005
13935,New York,Nassau,36,59,1692,2,HMGP,2007
13936,Georgia,Wayne,13,305,1686,4,HMGP,2007
13937,Oklahoma,Delaware,40,41,5168,6,HMGP,2017
13938,California,Riverside,6,65,5189,9,HMGP,2017
13939,Alabama,Statewide,1,0,4362,4,HMGP,2018
13940,California,Orange,6,59,4344,9,HMGP,2018
13941,Florida,Duval,12,31,4337,4,HMGP,2017
13942,Florida,Collier,12,21,4337,4,HMGP,2017
13943,Florida,St. Johns,12,109,4337,4,HMGP,2017
13944,Florida,Collier,12,21,4337,4,HMGP,2017
13945,Puerto Rico,Vieques,72,147,4339,2,HMGP,2017
13946,New York,Nassau,36,59,4480,2,HMGP,2020
13947,New York,Broome,36,7,4615,2,HMGP,2021
13948,New Hampshire,Sullivan,33,19,4516,1,HMGP,2020
13949,District of Columbia,District of Columbia,11,1,4502,3,HMGP,2020
13950,Alabama,Shelby,1,117,4684,4,HMGP,2023
13951,Texas,Leon,48,289,4705,6,HMGP,2023
13952,Puerto Rico,Humacao,72,69,4339,2,HMGP,2017
13953,Florida,Collier,12,21,4673,4,HMGP,2022
13954,Alabama,Chambers,1,17,4710,4,HMGP,2023
13955,Tennessee,Montgomery,47,125,4701,4,HMGP,2023
13956,New Mexico,Dona Ana,35,13,4652,6,HMGP,2022
13957,California,Statewide,6,0,4610,9,HMGP,2021
13958,Rhode Island,Washington,44,9,4505,1,HMGP,2020
13959,South Dakota,Brown,46,13,4689,8,HMGP,2023
13960,New York,Broome,36,7,4480,2,HMGP,2020
13961,Texas,Grayson,48,181,4485,6,HMGP,2020
13962,New Mexico,Dona Ana,35,13,4652,6,HMGP,2022
13963,Tennessee,Lincoln,47,103,1260,4,HMGP,1999
13964,Louisiana,Washington,22,117,1380,6,HMGP,2001
13965,Florida,Palm Beach,12,99,1359,4,HMGP,2001
13966,Florida,Collier,12,21,1393,4,HMGP,2001
13967,Oregon,Clackamas,41,5,1510,10,HMGP,2004
13968,Louisiana,Lafourche,22,57,1380,6,HMGP,2001
13969,Louisiana,Tangipahoa,22,105,1380,6,HMGP,2001
13970,Oklahoma,Hughes,40,63,1401,6,HMGP,2002
13971,Florida,Duval,12,31,4673,4,HMGP,2022
13972,Florida,Duval,12,31,4734,4,HMGP,2023
13973,Puerto Rico,Juana Diaz,72,75,4339,2,HMGP,2017
13974,Vermont,Lamoille,50,15,4720,1,HMGP,2023
13975,Oklahoma,Le Flore,40,79,1401,6,HMGP,2002
13976,Oklahoma,Pittsburg,40,121,1401,6,HMGP,2002
13977,Louisiana,Tangipahoa,22,105,1437,6,HMGP,2003
13978,Florida,Okaloosa,12,91,1551,4,HMGP,2004
13979,Alabama,Colbert,1,33,1549,4,HMGP,2004
13980,Puerto Rico,Cabo Rojo,72,23,1552,2,HMGP,2004
13981,Kentucky,Rowan,21,205,1523,4,HMGP,2004
13982,Pennsylvania,Blair,42,13,1557,3,HMGP,2004
13983,Louisiana,Lafourche,22,57,1603,6,HMGP,2005
13984,New York,Broome,36,7,1650,2,HMGP,2006
13985,Louisiana,Ascension,22,5,1603,6,HMGP,2005
13986,Louisiana,Tangipahoa,22,105,1603,6,HMGP,2005
13987,Nevada,Washoe,32,31,1629,9,HMGP,2006
13988,Louisiana,Lafourche,22,57,1603,6,HMGP,2005
13989,Oklahoma,Delaware,40,41,1637,6,HMGP,2006
13990,Louisiana,Washington,22,117,1603,6,HMGP,2005
13991,Alabama,Colbert,1,33,1605,4,HMGP,2005
13992,Iowa,Franklin,19,69,1737,7,HMGP,2008
13993,New York,Steuben,36,101,4625,2,HMGP,2022
13994,South Dakota,Brown,46,13,4656,8,HMGP,2022
13995,New Hampshire,Rockingham,33,15,4516,1,HMGP,2020
13996,Kansas,Seward,20,175,4640,7,HMGP,2022
13997,Texas,Delta,48,119,4705,6,HMGP,2023
13998,New Mexico,McKinley,35,31,5430,6,HMGP,2022
13999,Montana,Ravalli,30,81,5194,8,HMGP,2017
14000,Florida,Collier,12,21,4337,4,HMGP,2017
14001,Iowa,Floyd,19,67,1737,7,HMGP,2008
14002,New Hampshire,Carroll,33,3,1695,1,HMGP,2007
14003,Iowa,Scott,19,163,1763,7,HMGP,2008
14004,California,Statewide,6,0,4482,9,HMGP,2020
14005,New York,Steuben,36,101,4625,2,HMGP,2022
14006,California,Statewide,6,0,4610,9,HMGP,2021
14007,Kentucky,Calloway,21,35,4595,4,HMGP,2021
14008,Texas,Leon,48,289,4485,6,HMGP,2020
14009,Texas,Walker,48,471,4485,6,HMGP,2020
14010,California,Amador,6,5,4610,9,HMGP,2021
14011,Colorado,Rio Blanco,8,103,4634,8,HMGP,2022
14012,New York,Nassau,36,59,4480,2,HMGP,2020
14013,Puerto Rico,Isabela,72,71,4339,2,HMGP,2017
14014,Missouri,Knox,29,103,4741,7,HMGP,2023
14015,New York,Nassau,36,59,4694,2,HMGP,2023
14016,Oregon,Clatsop,41,7,5457,10,HMGP,2023
14017,California,Orange,6,59,4750,9,HMGP,2024
14018,Wyoming,Laramie,56,21,4739,8,HMGP,2023
14019,Puerto Rico,Sabana Grande,72,121,1372,2,HMGP,2001
14020,Tennessee,Montgomery,47,125,1260,4,HMGP,1999
14021,North Carolina,New Hanover,37,129,1292,4,HMGP,1999
14022,Vermont,Lamoille,50,15,4720,1,HMGP,2023
14023,Florida,Duval,12,31,4673,4,HMGP,2022
14024,Puerto Rico,Isabela,72,71,4339,2,HMGP,2017
14025,Michigan,Ingham,26,65,1346,5,HMGP,2001
14026,Michigan,Washtenaw,26,161,1346,5,HMGP,2001
14027,Mississippi,Union,28,145,1360,4,HMGP,2001
14028,South Dakota,Brown,46,13,1280,8,HMGP,1999
14029,Louisiana,Lafourche,22,57,1437,6,HMGP,2003
14030,North Dakota,Ramsey,38,71,1334,8,HMGP,2000
14031,New Hampshire,Sullivan,33,19,1489,1,HMGP,2003
14032,Florida,Okaloosa,12,91,1551,4,HMGP,2004
14033,Indiana,Delaware,18,35,1573,5,HMGP,2005
14034,Alabama,Crenshaw,1,41,1549,4,HMGP,2004
14035,Florida,Palm Beach,12,99,1561,4,HMGP,2004
14036,California,Orange,6,59,1577,9,HMGP,2005
14037,Florida,Pinellas,12,103,1561,4,HMGP,2004
14038,Florida,Palm Beach,12,99,1609,4,HMGP,2006
14039,Alabama,Autauga,1,1,1605,4,HMGP,2005
14040,Alabama,Lauderdale,1,77,1605,4,HMGP,2005
14041,District of Columbia,District of Columbia,11,1,1493,3,HMGP,2003
14051,Florida,Alachua,12,1,4337,4,HMGP,2017
14052,Wisconsin,Ozaukee,55,89,4343,5,HMGP,2018
14053,Virgin Islands of the U.S.,St. Croix,78,10,4340,2,HMGP,2017
14054,Georgia,Charlton,13,49,5163,4,HMGP,2017
14055,Louisiana,Calcasieu,22,19,4345,6,HMGP,2018
14056,Louisiana,E. Baton Rouge,22,33,4277,6,HMGP,2016
14057,Florida,Brevard,12,9,4337,4,HMGP,2017
14058,Florida,Brevard,12,9,4337,4,HMGP,2017
14059,Oklahoma,Johnston,40,69,4315,6,HMGP,2017
14070,Nebraska,Scotts Bluff,31,157,4375,7,HMGP,2018
14071,Kansas,Statewide,20,0,4403,7,HMGP,2019
14072,Washington,Snohomish,53,61,4418,10,HMGP,2019
14073,Florida,Monroe,12,87,4337,4,HMGP,2017
14074,Tennessee,Marshall,47,117,4427,4,HMGP,2019
14075,Florida,Putnam,12,107,4337,4,HMGP,2017
14076,Florida,Monroe,12,87,4337,4,HMGP,2017
14077,Virgin Islands of the U.S.,St. Croix,78,10,4340,2,HMGP,2017
14078,South Carolina,Florence,45,41,4394,4,HMGP,2018
14079,Nevada,Douglas,32,5,5154,9,HMGP,2017
14080,Missouri,Dallas,29,59,4451,7,HMGP,2019
14081,Florida,Monroe,12,87,4337,4,HMGP,2017
14082,Illinois,Shelby,17,173,4461,5,HMGP,2019
14083,Florida,Monroe,12,87,4337,4,HMGP,2017
14084,Puerto Rico,San Juan,72,127,4473,2,HMGP,2020
14085,Florida,Alachua,12,1,4337,4,HMGP,2017
14086,Massachusetts,Worcester,25,27,4372,1,HMGP,2018
14087,Florida,Monroe,12,87,4337,4,HMGP,2017
