state,FederalFunding,benefitCostRatio,ProjectTimeline(in months),ZoneRiskLevel
Wisconsin,18102.0,0.0,17.0,Moderate
Wisconsin,65175.0,2.1,40.0,Moderate
Iowa,77814.0,0.0,82.0,High
California,7055640.0,4.72,120.0,High
West Virginia,785935.41,1.09,36.0,Moderate
South Carolina,230503.21,5.91,80.0,Moderate
Kentucky,0.0,3.08,28.0,High
Iowa,55118.0,1.22,20.0,High
Washington,97500.0,0.0,42.0,High
Texas,0.0,0.0,0.0,High
Oklahoma,5444.0,0.0,63.0,High
Illinois,432963.0,1.06,44.0,Moderate
West Virginia,356112.0,1.25,38.0,Moderate
Iowa,36000.0,0.0,57.0,High
Georgia,16938.0,0.0,15.0,High
Texas,11084718.31,0.0,138.0,High
Nebraska,364288.0,2.44,56.0,High
Wisconsin,1046742.0,1.04,65.0,Moderate
Kansas,13927.0,0.0,41.0,High
Oklahoma,209950.0,0.0,88.0,High
Florida,373815.74,12.15,43.0,High
North Carolina,11250.0,0.0,38.0,High
Louisiana,342370.0,2.56,89.0,High
Missouri,211245.0,0.0,44.0,High
Ohio,425397.0,0.0,47.0,Moderate
Oklahoma,20000.0,0.0,101.0,High
California,6377.0,1.0,11.0,High
Arizona,95580.87,1.03,103.0,Low
New York,30611.0,0.0,40.0,High
Alabama,101590.8,7.17,129.0,High
Oklahoma,113177.0,2.42,21.0,High
Alabama,63229.7,6.27,117.0,High
North Dakota,18363.0,0.0,20.0,High
Texas,7586116.0,1.42,117.0,High
Oklahoma,85101.0,0.0,47.0,High
Missouri,42857.1,0.0,22.0,High
Florida,86384.0,2.08,61.0,High
Oklahoma,97232.0,0.0,65.0,High
Alabama,4000.0,1.37,27.0,High
Alabama,68252.0,5.57,119.0,High
South Carolina,12687.08,4.23,58.0,Moderate
Utah,62093.0,0.0,58.0,Low
Connecticut,141419.19,1.67,92.0,Moderate
Alabama,4000.0,1.37,97.0,High
Texas,113907.0,0.0,124.0,High
Kansas,428931.0,1.0,24.0,High
Texas,70770.0,0.0,38.0,High
Florida,8496.0,1.76,33.0,High
Vermont,25630.5,1.7,129.0,Moderate
Georgia,363672.0,0.0,47.0,High
Iowa,21269.0,0.0,29.0,High
Alabama,46756.0,1.37,88.0,High
Vermont,103141.66,0.0,100.0,Moderate
Tennessee,102713.0,5.19,49.0,Moderate
Missouri,50454.0,0.0,11.0,High
Washington,180248.0,1.04,36.0,High
West Virginia,8307.81,0.0,2.0,Moderate
Kentucky,46380.0,3.84,29.0,High
Nebraska,5965.0,0.0,49.0,High
New Hampshire,235193.0,2.03,45.0,Moderate
Georgia,11117.0,0.0,22.0,High
Oklahoma,350000.0,2.46,43.0,High
California,96401.89,3.89,26.0,High
Georgia,331181.0,1.99,44.0,High
South Carolina,37344.0,0.0,39.0,Moderate
New Jersey,0.0,0.0,59.0,High
Iowa,7437.0,0.0,33.0,High
North Carolina,52383.0,0.0,45.0,High
Connecticut,117750.0,0.0,45.0,Moderate
Iowa,127730.74,1.99,19.0,High
Florida,276278.0,5.54,25.0,High
Iowa,25500.0,0.0,37.0,High
Tennessee,5997.0,0.0,0.0,Moderate
Pennsylvania,36000.0,0.0,22.0,High
Louisiana,17410.0,3.54,114.0,High
Ohio,0.01,1.0,58.0,Moderate
Maryland,11595.0,0.0,17.0,Moderate
Mississippi,6608.22,4.76,20.0,High
Ohio,320540.0,1.79,67.0,Moderate
Texas,44361448.0,1.12,160.0,High
California,2395018.91,3.77,40.0,High
Vermont,72059.0,1.08,110.0,Moderate
Tennessee,11250.0,0.0,25.0,Moderate
Louisiana,3521819.0,2.24,75.0,High
Washington,112500.0,0.0,53.0,High
Oklahoma,1970.0,0.0,75.0,High
Louisiana,335418.1,1.86,92.0,High
Mississippi,16791.0,0.0,12.0,High
Oklahoma,30000.0,0.0,27.0,High
Iowa,29153.67,0.0,14.0,High
Texas,120956.0,0.0,45.0,High
Missouri,207189.0,1.94,68.0,High
Florida,958518.0,1.36,45.0,High
Oregon,162750.0,2.37,87.0,Moderate
Virginia,34550.0,0.0,0.0,Moderate
Texas,100849.0,2.3,81.0,High
Montana,91253.0,1.53,26.0,Low
Florida,0.0,1.25,30.0,High
South Carolina,0.0,1.84,15.0,Moderate
Kentucky,749304.99,2.22,58.0,High
Wisconsin,41960.0,0.0,56.0,Moderate
Louisiana,59470.0,0.0,40.0,High
Missouri,1143625.0,1.13,59.0,High
Nebraska,15506.25,0.0,25.0,High
Oklahoma,10627.0,0.0,62.0,High
New Jersey,47693.89,4.34,1.0,High
Ohio,17098.0,1.55,27.0,Moderate
Vermont,22195.8,0.0,137.0,Moderate
Alabama,12000.0,1.37,8.0,High
Florida,170788.0,1.23,56.0,High
Louisiana,65000.0,0.0,48.0,High
Virginia,8224.0,0.0,22.0,Moderate
South Carolina,0.0,0.0,15.0,Moderate
Vermont,445715.12,0.0,135.0,Moderate
Rhode Island,0.0,0.0,44.0,Low
Oklahoma,21129.0,0.0,18.0,High
Indiana,60143.0,0.0,65.0,Low
Florida,949965.0,0.0,49.0,High
Connecticut,0.0,0.0,44.0,Moderate
Minnesota,151486.0,0.0,36.0,Moderate
Florida,14625.0,1.49,153.0,High
Alabama,93308.0,0.0,55.0,High
New Jersey,250000.0,1.41,0.0,High
Iowa,37059.0,0.0,8.0,High
Nebraska,14650.0,0.0,17.0,High
Alabama,667962.0,1.72,18.0,High
California,7500000.0,1.49,34.0,High
Iowa,1199245.0,0.0,39.0,High
North Dakota,703815.0,2.08,33.0,High
Missouri,3097893.0,4.22,33.0,High
Northern Mariana Islands,5117.0,2.31,67.0,Low
New Jersey,14363900.0,1.12,69.0,High
Florida,58494.0,8.91,25.0,High
Pennsylvania,50343.0,1.55,0.0,High
Oklahoma,1286533.98,1.96,52.0,High
South Dakota,97245.75,1.73,26.0,High
Oklahoma,1935.0,0.0,53.0,High
Connecticut,0.0,0.0,36.0,Moderate
Florida,17909.0,4.58,24.0,High
Arkansas,101763.0,1.0,57.0,Moderate
Alabama,657870.0,0.0,36.0,High
New Jersey,72000.0,4.89,20.0,High
Pennsylvania,27750.0,0.0,31.0,High
Florida,394216.27,8.11,53.0,High
Oklahoma,22500.0,0.0,105.0,High
Nebraska,200760.0,6.66,29.0,High
Louisiana,227997.0,1.31,144.0,High
Massachusetts,49400.0,0.0,46.0,Moderate
New Hampshire,17190.0,0.0,53.0,Moderate
Kansas,27371.0,0.0,15.0,High
Kansas,939800.0,3.46,48.0,High
Oklahoma,37500.0,0.0,45.0,High
Washington,258647.92,1.61,74.0,High
Oklahoma,1577851.71,5.13,47.0,High
Alabama,12000.0,1.37,94.0,High
Nebraska,2130.0,0.0,18.0,High
Iowa,8240.65,0.0,17.0,High
Texas,64125.0,0.0,39.0,High
Mississippi,44929.0,0.0,14.0,High
Kentucky,39000.0,0.0,78.0,High
Arkansas,408082.0,0.0,87.0,Moderate
Utah,298778.74,3.25,66.0,Low
Kansas,262500.0,9.53,43.0,High
Iowa,5944374.0,0.0,53.0,High
California,387474.0,4.56,21.0,High
Alabama,100622.93,4.12,83.0,High
Delaware,8030.0,2.19,0.0,Low
Alabama,8156.0,0.0,14.0,High
Massachusetts,104160.0,1.23,56.0,Moderate
Louisiana,678623.7,4.49,90.0,High
Texas,141778.58,1.16,55.0,High
Florida,237698.25,2.09,35.0,High
California,9377.0,0.0,15.0,High
Louisiana,65000.0,0.0,35.0,High
Kansas,119339.0,1.17,27.0,High
Alabama,30227.0,0.0,29.0,High
North Dakota,22387.0,0.0,15.0,High
Kansas,464207.0,0.0,39.0,High
Alabama,62897.66,12.71,120.0,High
Vermont,1974.0,1.17,21.0,Moderate
South Carolina,396152.0,0.0,36.0,Moderate
Georgia,22147.06,0.0,68.0,High
Mississippi,341423.0,0.0,43.0,High
Texas,214481.0,0.0,156.0,High
North Carolina,72839.0,0.0,94.0,High
Rhode Island,0.0,0.0,66.0,Low
New Jersey,257054.2,1.18,63.0,High
Kansas,97500.0,0.0,22.0,High
Oklahoma,57240.0,17.36,53.0,High
Florida,76448.0,2.71,57.0,High
New Jersey,59772.0,0.0,67.0,High
Texas,66720.0,3.13,43.0,High
Oklahoma,85717.5,0.0,57.0,High
New Jersey,22247142.61,0.0,121.0,High
Texas,2344322.0,6.49,54.0,High
Kentucky,101753.0,0.0,25.0,High
Colorado,176296.0,1.35,69.0,Moderate
Georgia,10297.0,0.0,11.0,High
South Dakota,12737.0,0.0,34.0,High
Arkansas,30000.0,0.0,42.0,Moderate
Texas,93750.0,0.0,70.0,High
Mississippi,17447.0,0.0,30.0,High
Alabama,1000000.0,0.0,38.0,High
Mississippi,20069278.0,0.0,164.0,High
South Dakota,53540.0,0.0,47.0,High
Massachusetts,261103.0,1.94,28.0,Moderate
Michigan,48375.0,0.0,75.0,Moderate
South Dakota,6000.0,0.0,25.0,High
Alabama,59382.0,0.0,112.0,High
Georgia,39199.0,1.49,28.0,High
Oklahoma,2465423.24,0.0,61.0,High
Florida,434668.0,1.04,41.0,High
Oregon,92416.0,19.65,63.0,Moderate
Alabama,88521.0,27.35,22.0,High
Delaware,8463.0,0.0,0.0,Low
Ohio,9375.0,0.0,52.0,Moderate
Alabama,89808.0,10.7,18.0,High
Texas,171789.0,2.01,74.0,High
Virginia,641093.0,1.81,0.0,Moderate
North Dakota,157320.0,2.84,41.0,High
New Jersey,0.0,0.0,72.0,High
Louisiana,50000.0,0.0,40.0,High
West Virginia,143530.0,0.0,28.0,Moderate
West Virginia,225774.0,1.57,39.0,Moderate
Indiana,248703.75,3.33,81.0,Low
Arizona,469424.0,3.21,35.0,Low
Maine,13903.03,0.0,81.0,Low
Massachusetts,20625.0,1.4,27.0,Moderate
Florida,167039.92,1.25,34.0,High
New Jersey,90363.0,0.0,41.0,High
North Carolina,36084.0,0.0,30.0,High
New Jersey,2386499.0,1.84,58.0,High
Iowa,61857.0,0.0,31.0,High
Georgia,18150.0,0.0,71.0,High
Alabama,23971.0,1.37,90.0,High
Mississippi,376130.0,1.21,48.0,High
Federated States of Micronesia,56836.0,13.74,115.0,Low
Louisiana,837282.73,4.31,76.0,High
Vermont,4346.0,1.38,36.0,Moderate
Oregon,15000.0,0.0,17.0,Moderate
Oregon,43853.78,0.0,50.0,Moderate
Iowa,323024.0,1.2,21.0,High
Alabama,9537.75,5.37,60.0,High
Louisiana,56813.0,1.35,189.0,High
Florida,36303.0,1.74,45.0,High
Guam,378192.0,1.55,111.0,Low
South Carolina,0.0,0.0,21.0,Moderate
Alabama,46510.0,5.54,13.0,High
Florida,56307.0,1.25,31.0,High
Alabama,32750.0,1.37,93.0,High
Alabama,17919.0,0.0,22.0,High
Illinois,1677592.19,0.0,65.0,Moderate
Kentucky,1215000.0,0.0,34.0,High
North Dakota,97530.0,1.53,16.0,High
Texas,67277.0,0.0,69.0,High
Massachusetts,2821456.0,1.09,103.0,Moderate
North Carolina,732005.0,0.0,108.0,High
Missouri,2571816.0,2.74,44.0,High
Texas,0.0,9.57,0.0,High
Connecticut,14018.0,1.0,69.0,Moderate
New Jersey,0.0,4.14,39.0,High
New York,304500.0,6.22,37.0,High
California,98490.0,0.0,30.0,High
Oregon,1500.0,2.05,50.0,Moderate
Kansas,528773.0,1.49,51.0,High
New Jersey,34902.5,0.0,130.0,High
Massachusetts,177227.0,1.56,25.0,Moderate
West Virginia,55326.0,0.0,0.0,Moderate
California,34579.5,0.0,47.0,High
Georgia,804864.37,1.65,0.0,High
Arkansas,30000.0,0.0,34.0,Moderate
Montana,86738.0,1.0,72.0,Low
South Dakota,11795.0,1.0,13.0,High
Alabama,46726.0,2.2,22.0,High
Alabama,39852.0,1.37,81.0,High
Maryland,452069.0,0.0,29.0,Moderate
Missouri,924322.29,5.39,39.0,High
New Jersey,69000.0,1.05,68.0,High
North Carolina,58125.0,0.0,45.0,High
North Carolina,7500.0,0.0,21.0,High
Oregon,225000.0,1.12,62.0,Moderate
Tennessee,16500.0,0.0,32.0,Moderate
Iowa,3750.0,0.0,40.0,High
Ohio,535500.0,7.61,74.0,Moderate
North Dakota,70093.0,1.08,35.0,High
South Dakota,74258.56,0.0,39.0,High
Alabama,262500.0,1.16,33.0,High
Ohio,196256.0,1.62,49.0,Moderate
Florida,316578.0,0.0,58.0,High
Alabama,56034.0,7.95,76.0,High
Louisiana,10162104.0,1.24,62.0,High
Alabama,117686.0,0.0,34.0,High
Florida,414306.0,1.24,32.0,High
Louisiana,488679.0,2.68,40.0,High
Mississippi,39093.0,0.0,18.0,High
Vermont,622772.67,1.02,91.0,Moderate
Texas,276521.39,3.07,59.0,High
Washington,893987.0,1.18,98.0,High
Alabama,4248.0,1.37,119.0,High
Kentucky,223177.0,0.0,83.0,High
North Dakota,101211.0,16.52,24.0,High
California,4973065.46,1.55,42.0,High
Puerto Rico,21054.0,0.0,18.0,Moderate
Vermont,28570.8,0.0,73.0,Moderate
Massachusetts,0.0,0.0,62.0,Moderate
Alabama,3858.0,1.37,21.0,High
Alabama,52127.0,3.83,77.0,High
Alabama,40301.0,0.0,19.0,High
Kansas,422396.0,1.01,19.0,High
New Jersey,71900.0,0.0,71.0,High
Illinois,145776.0,0.0,54.0,Moderate
California,125000.37,0.0,38.0,High
New Jersey,75000.0,2.19,47.0,High
Iowa,706394.0,1.98,44.0,High
Louisiana,1006945.11,1.19,34.0,High
Mississippi,92601.0,0.0,79.0,High
Kentucky,58361.0,4.68,28.0,High
Oklahoma,31425.0,0.0,50.0,High
Indiana,45000.0,0.0,71.0,Low
Minnesota,480007.0,15.59,29.0,Moderate
Kentucky,2269035.0,0.0,48.0,High
New York,18750.0,1.18,8.0,High
Iowa,4500.0,0.0,43.0,High
Mississippi,66612.0,0.0,47.0,High
New Hampshire,41635.0,1.44,78.0,Moderate
Missouri,1422253.0,3.23,29.0,High
Florida,0.0,4.45,7.0,High
Florida,342058.0,10.67,42.0,High
California,26250.0,0.0,26.0,High
Wisconsin,5207390.0,1.02,79.0,Moderate
Alabama,4189.0,1.37,42.0,High
Oklahoma,1500.0,0.0,52.0,High
Oklahoma,41000.0,0.0,63.0,High
Alabama,19837.0,0.0,23.0,High
Florida,24005.0,1.03,39.0,High
South Dakota,13125.0,0.0,26.0,High
Alabama,1694386.0,0.0,59.0,High
Florida,65458.0,1.19,52.0,High
Alabama,100277.0,0.0,9.0,High
Missouri,1164546.0,3.29,40.0,High
Louisiana,65384.0,3.63,98.0,High
Texas,86355.0,0.0,68.0,High
Alabama,129816.7,2.92,117.0,High
Colorado,37500.0,0.0,39.0,Moderate
California,833359.0,0.0,15.0,High
New Jersey,45450.0,2.66,1.0,High
Kansas,11952.0,0.0,11.0,High
Alabama,32929.0,1.37,80.0,High
New York,22500.0,0.0,45.0,High
Ohio,821322.89,1.54,41.0,Moderate
Puerto Rico,25442.0,0.0,31.0,Moderate
Florida,44093.0,1.36,29.0,High
Kansas,239964.0,0.0,88.0,High
Oklahoma,919.0,0.0,74.0,High
Tennessee,44529.0,0.0,58.0,Moderate
Kansas,21600.0,0.0,47.0,High
Virginia,937172.0,1.73,17.0,Moderate
California,892467.0,2.78,47.0,High
Minnesota,117670.0,0.0,13.0,Moderate
South Carolina,124107.75,0.0,31.0,Moderate
Louisiana,221887.0,1.44,93.0,High
Massachusetts,170380.0,1.0,32.0,Moderate
Minnesota,124792.0,0.0,58.0,Moderate
South Dakota,179411.0,1.01,22.0,High
Oregon,296273.0,0.0,79.0,Moderate
New Hampshire,77497.0,3.17,51.0,Moderate
Alabama,60251.24,5.06,116.0,High
South Carolina,174999.0,1.0,60.0,Moderate
Nebraska,105480.0,0.0,20.0,High
Florida,108542.03,1.1,52.0,High
Mississippi,128250.0,0.0,31.0,High
Washington,601014.0,1.0,49.0,High
West Virginia,345833.0,1.72,-0.0,Moderate
Georgia,32532.0,0.0,16.0,High
California,2976000.0,9.85,154.0,High
Kentucky,82006.0,0.0,28.0,High
Georgia,131527.0,0.0,87.0,High
Missouri,25814.0,0.0,49.0,High
North Carolina,335965.0,1.44,44.0,High
Montana,1853324.61,1.04,73.0,Low
Alabama,5760.0,0.0,9.0,High
Mississippi,71777.0,0.0,21.0,High
Mississippi,34230.0,0.0,15.0,High
Florida,12788.0,1.21,40.0,High
Kentucky,172403.0,3.98,45.0,High
Texas,1503519.75,1.5,98.0,High
Washington,912108.0,2.02,50.0,High
Washington,582483.05,1.16,51.0,High
Rhode Island,74250.0,1.5,15.0,Low
Louisiana,149783.0,0.0,62.0,High
West Virginia,58691.0,0.0,34.0,Moderate
Mississippi,252786.0,0.0,36.0,High
Iowa,10570.0,1.17,17.0,High
Kentucky,89926.0,0.0,27.0,High
Ohio,127583.11,2.35,39.0,Moderate
Massachusetts,387413.0,4.29,75.0,Moderate
Georgia,19500.0,0.0,26.0,High
Alaska,16390.0,0.0,31.0,Low
Florida,177872.0,0.0,54.0,High
Kansas,28943.32,0.0,10.0,High
Alabama,47520.0,1.37,85.0,High
Missouri,1920002.0,0.0,31.0,High
Iowa,77982.0,1.78,42.0,High
Oregon,183750.0,3.89,51.0,Moderate
New Jersey,258518.0,2.1,1.0,High
Alabama,27754.0,1.37,96.0,High
New York,3948871.32,0.0,41.0,High
Vermont,444438.92,0.0,132.0,Moderate
New York,45000.0,0.0,83.0,High
Puerto Rico,41376.0,8.43,55.0,Moderate
Alaska,227051.0,1.91,41.0,Low
Tennessee,5476.0,0.0,16.0,Moderate
California,4000000.0,1.1,24.0,High
Missouri,1039968.0,2.12,36.0,High
Nebraska,769415.0,2.62,43.0,High
South Dakota,13926.0,0.0,9.0,High
California,1638998.1,3.52,37.0,High
Florida,8250.0,1.37,30.0,High
California,721233.0,2.49,43.0,High
Mississippi,365456.0,1.01,74.0,High
California,648581.25,3.33,45.0,High
North Carolina,2738254.0,0.0,47.0,High
New Mexico,77499.0,0.0,65.0,Low
Vermont,218451.5,0.0,134.0,Moderate
Massachusetts,48666.0,3.24,52.0,Moderate
North Carolina,400534.75,1.01,50.0,High
Oklahoma,126526.5,0.0,20.0,High
Mississippi,48863.0,0.0,18.0,High
Alabama,71358.0,1.37,84.0,High
Missouri,1181250.0,1.88,46.0,High
Texas,42202.01,3.53,65.0,High
Kentucky,569185.0,1.0,65.0,High
Kansas,573603.0,5.53,14.0,High
South Dakota,33803.9,0.0,42.0,High
Alabama,141232.0,2.53,118.0,High
Texas,148498.88,42.24,51.0,High
North Carolina,0.0,1.31,24.0,High
New Jersey,0.0,1.08,36.0,High
Kansas,22618.0,0.0,40.0,High
Louisiana,309890.98,1.85,196.0,High
New Mexico,71234.0,0.0,68.0,Low
Texas,55297.85,0.0,130.0,High
Louisiana,7072.0,4.99,118.0,High
California,174428.0,0.0,95.0,High
Kentucky,38821.53,0.0,13.0,High
Alabama,152238.0,0.0,74.0,High
Louisiana,64760.0,0.0,51.0,High
Puerto Rico,73355.0,0.0,30.0,Moderate
Alabama,30403.0,1.03,15.0,High
Washington,69204.0,0.0,54.0,High
California,380497.0,2.23,130.0,High
Oregon,21592.0,0.0,79.0,Moderate
Virginia,25500.0,0.0,31.0,Moderate
New Jersey,75000.0,4.75,80.0,High
South Carolina,120289.0,0.0,49.0,Moderate
South Dakota,47580.19,0.0,33.0,High
Minnesota,408326.0,1.12,95.0,Moderate
Oklahoma,20000.0,0.0,86.0,High
Iowa,450000.0,1.65,25.0,High
North Dakota,129843.0,0.0,39.0,High
Florida,856788.92,4.65,47.0,High
Alabama,99777.0,0.0,19.0,High
Georgia,250858.0,0.0,87.0,High
Iowa,57444.0,0.0,49.0,High
Ohio,24733.0,0.0,45.0,Moderate
Mississippi,10597.0,0.0,18.0,High
Virginia,18750.0,0.0,0.0,Moderate
Alabama,17500.0,57.11,15.0,High
Colorado,505930.0,1.54,45.0,Moderate
Federated States of Micronesia,96094.0,1.85,116.0,Low
New Jersey,0.0,1.84,86.0,High
Mississippi,130782.0,3.55,21.0,High
Alabama,63750.0,0.0,43.0,High
New Hampshire,98944.0,1.32,30.0,Moderate
Oklahoma,1500.0,0.0,88.0,High
Alabama,327206.0,2.23,128.0,High
New York,94765.0,0.0,46.0,High
Georgia,30471.21,0.0,61.0,High
South Dakota,18916.0,0.0,13.0,High
Arkansas,504491.0,4.19,63.0,Moderate
New Hampshire,73917.0,1.0,79.0,Moderate
Oklahoma,1500.0,0.0,56.0,High
Idaho,8448.0,0.0,48.0,Low
California,167174.0,0.0,24.0,High
North Carolina,59969.0,0.0,59.0,High
New Hampshire,38192.0,1.12,54.0,Moderate
California,935.0,1.0,8.0,High
Mississippi,17679.0,11.77,17.0,High
Montana,1566178.72,2.24,60.0,Low
Maryland,88128.0,9.4,24.0,Moderate
Federated States of Micronesia,116250.0,0.0,129.0,Low
Michigan,784881.1,1.01,44.0,Moderate
Mississippi,174601.0,0.0,22.0,High
Alabama,1202361.0,5.33,40.0,High
Florida,374231.0,2.79,69.0,High
Georgia,4497295.0,0.0,89.0,High
Kentucky,500310.0,1.1,20.0,High
New Jersey,323332.0,1.02,86.0,High
Tennessee,3120.0,0.0,15.0,Moderate
Georgia,188932.31,0.0,17.0,High
Louisiana,1039520.66,1.25,182.0,High
Iowa,9891.0,0.0,26.0,High
Alabama,5247.0,0.0,38.0,High
New Mexico,18765.0,0.0,66.0,Low
Nebraska,48544.0,0.0,71.0,High
Alabama,74118.0,1.37,112.0,High
Alabama,69483.0,3.83,69.0,High
Texas,16194.0,0.0,34.0,High
Illinois,2603088.0,1.3,84.0,Moderate
Iowa,358020.0,1.48,38.0,High
New Jersey,102543.06,0.0,130.0,High
Florida,156663.22,1.46,77.0,High
Alabama,50330.0,11.51,31.0,High
South Dakota,7500.0,0.0,21.0,High
Alabama,142786.0,0.0,20.0,High
Minnesota,107015.0,0.0,62.0,Moderate
Iowa,20866.5,0.0,7.0,High
Florida,206.0,1.02,50.0,High
Virginia,279500.0,1.09,1.0,Moderate
Iowa,966562.0,1.04,37.0,High
Alabama,51446.0,2.1,72.0,High
West Virginia,2743153.5,29.79,0.0,Moderate
Alabama,369338.0,8.23,95.0,High
Florida,8741.0,3.2,44.0,High
Pennsylvania,496290.72,1.0,40.0,High
Arizona,35475.0,0.0,25.0,Low
Texas,48750.0,0.0,49.0,High
South Dakota,146753.81,0.0,32.0,High
Florida,0.0,1.51,19.0,High
Texas,207420.0,1.09,105.0,High
Florida,523548.0,2.02,58.0,High
New York,26562.54,1.38,26.0,High
Arkansas,33849.0,1.0,40.0,Moderate
Missouri,1277967.0,2.72,34.0,High
Florida,38299.0,1.48,39.0,High
Oklahoma,38115.0,0.0,30.0,High
Alabama,150000.0,0.0,58.0,High
Florida,506317.58,1.66,82.0,High
Connecticut,684556.95,19.6,72.0,Moderate
Florida,109814.0,1.68,29.0,High
North Carolina,1429441.82,1.17,58.0,High
Kentucky,35202.0,0.0,27.0,High
North Carolina,164695.0,1.01,60.0,High
Ohio,288483.11,1.83,52.0,Moderate
Kentucky,72250.0,0.0,18.0,High
Kentucky,117051.0,4.5,28.0,High
New York,210393.78,1.03,66.0,High
Louisiana,7449.71,4.38,100.0,High
New Mexico,49302.18,0.0,71.0,Low
North Dakota,1627352.0,1.95,36.0,High
Florida,228570.72,1.0,50.0,High
Kansas,227166.0,0.0,73.0,High
Mississippi,4040307.0,21.15,48.0,High
California,357534.0,0.0,61.0,High
Wisconsin,109313.0,0.86,56.0,Moderate
Texas,413105.0,1.06,100.0,High
Massachusetts,506250.0,1.3,58.0,Moderate
South Carolina,13750.0,0.0,46.0,Moderate
Texas,162326.0,0.0,147.0,High
South Dakota,213315.0,0.0,38.0,High
Massachusetts,6130000.0,0.0,44.0,Moderate
New York,18762.0,1.15,109.0,High
Wisconsin,12594.0,0.0,50.0,Moderate
Iowa,15113.0,0.0,20.0,High
Kansas,1962142.96,1.44,46.0,High
Georgia,59535.0,0.0,35.0,High
Oklahoma,409887.0,2.34,73.0,High
West Virginia,331612.87,1.64,28.0,Moderate
Alabama,76335.0,0.0,22.0,High
Kentucky,279456.0,1.01,39.0,High
Iowa,27000.0,0.0,11.0,High
Florida,5717219.0,1.25,91.0,High
New York,96239.0,1.34,93.0,High
North Dakota,14516.13,0.0,19.0,High
Texas,4316929.88,0.0,140.0,High
Alabama,62177.0,0.0,25.0,High
Maryland,45994.0,5.94,0.0,Moderate
Wisconsin,94402.86,0.0,61.0,Moderate
Alabama,5292.0,0.0,9.0,High
California,812321.25,2.84,34.0,High
Oklahoma,6487.0,0.0,57.0,High
South Carolina,10651.5,2.02,42.0,Moderate
South Dakota,57218.0,0.0,30.0,High
Mississippi,161562.0,0.0,72.0,High
Vermont,40088.0,2.83,51.0,Moderate
Oklahoma,20000.0,0.0,71.0,High
Alabama,36875.0,3.25,86.0,High
Washington,441371.0,0.0,29.0,High
Kentucky,164434.0,1.0,17.0,High
Missouri,294672.13,1.0,45.0,High
Louisiana,37500.0,0.0,38.0,High
New Hampshire,63340.0,1.02,29.0,Moderate
Michigan,15000.0,0.0,109.0,Moderate
Florida,1358683.16,1.32,77.0,High
Colorado,2690509.96,1.06,54.0,Moderate
Missouri,76078.0,0.0,26.0,High
New York,99364.0,0.0,54.0,High
Florida,103598.0,1.53,40.0,High
Texas,912185.25,0.0,119.0,High
Texas,475712.0,1.56,0.0,High
Florida,292063.0,1.91,58.0,High
New Jersey,90000.0,1.5,20.0,High
Arkansas,581640.0,4.07,35.0,Moderate
Louisiana,424114.25,0.0,106.0,High
Florida,324509.0,1.12,55.0,High
Alabama,51703.41,3.83,121.0,High
South Carolina,202607.0,1.0,24.0,Moderate
Maryland,57389.0,4.71,13.0,Moderate
Kansas,1072528.0,0.0,78.0,High
Alabama,52879.4,5.73,116.0,High
Oregon,513632.0,4.42,66.0,Moderate
Mississippi,36639.0,0.0,13.0,High
California,273203.68,0.0,74.0,High
Colorado,29000.0,2.37,31.0,Moderate
Kentucky,79932.0,1.13,17.0,High
Puerto Rico,82539.0,0.0,33.0,Moderate
Louisiana,150000.0,0.0,60.0,High
Texas,1304264.35,2.74,117.0,High
Mississippi,1308496.0,2.29,51.0,High
Delaware,11855.63,3.23,27.0,Low
Oklahoma,1500.0,0.0,81.0,High
Nebraska,4500.0,0.0,22.0,High
Texas,85096.72,0.0,44.0,High
Nebraska,9000.0,0.0,9.0,High
New York,150.0,0.0,91.0,High
Mississippi,20013.0,0.0,9.0,High
Oklahoma,23775.0,0.0,8.0,High
Louisiana,121372.0,1.13,83.0,High
New Jersey,600000.0,0.0,54.0,High
Alabama,77510.0,1.37,92.0,High
Illinois,116324.0,0.0,71.0,Moderate
Oklahoma,20000.0,0.0,98.0,High
Michigan,438665.0,1.13,66.0,Moderate
Indiana,36868.0,0.0,53.0,Low
Vermont,731.0,3.25,11.0,Moderate
Texas,0.0,0.0,9.0,High
North Carolina,23349.05,5.64,41.0,High
New Jersey,0.0,4.36,87.0,High
Arizona,106806.0,0.0,72.0,Low
Alabama,128628.0,0.0,19.0,High
Vermont,31184.0,1.21,42.0,Moderate
North Dakota,3266.0,0.0,40.0,High
Louisiana,521250.0,4.03,1.0,High
Missouri,2181962.0,1.63,30.0,High
Texas,227000.0,1.22,83.0,High
South Carolina,102750.0,1.17,32.0,Moderate
New York,0.0,0.0,66.0,High
Alabama,20203.0,1.37,10.0,High
Texas,366966.0,1.65,71.0,High
Texas,84273.56,0.0,72.0,High
California,132884.0,0.0,22.0,High
Arkansas,37360.0,0.0,71.0,Moderate
Missouri,454340.0,0.0,52.0,High
Alabama,119396.36,7.17,113.0,High
Kansas,26250.0,0.0,13.0,High
Massachusetts,1079924.98,1.81,0.0,Moderate
New Jersey,292500.0,2.33,31.0,High
Wisconsin,25333.0,0.0,37.0,Moderate
Nebraska,16342.5,0.0,17.0,High
Vermont,3428.0,8.42,15.0,Moderate
Alabama,42258.75,7.09,116.0,High
Mississippi,127101.0,0.0,18.0,High
