state,FederalFunding,benefitCostRatio,ProjectTimeline(in months),ZoneRiskLevel
West Virginia,9163.0,0.0,37.0,Moderate
North Carolina,3600.0,0.0,68.0,High
California,0.0,0.0,7.0,High
Pennsylvania,533509.93,1.0,47.0,High
Florida,157499.21,1.0,42.0,High
New Hampshire,125736.0,1.21,22.0,Moderate
New York,11250.0,0.0,110.0,High
Tennessee,1669575.0,1.59,84.0,Moderate
Louisiana,221887.0,1.44,93.0,High
Arkansas,665250.0,1.0,40.0,Moderate
Arkansas,1091258.0,1.0,61.0,Moderate
North Dakota,24566.0,2.29,43.0,High
Oklahoma,1500.0,0.0,55.0,High
Tennessee,61289.0,0.0,11.0,Moderate
Kentucky,96770.0,1.06,45.0,High
Alabama,1120.0,0.0,16.0,High
Arkansas,562500.0,2.78,51.0,Moderate
Wisconsin,239870.34,0.0,42.0,Moderate
California,37500.0,0.0,24.0,High
Ohio,268340.62,0.0,41.0,Moderate
Iowa,17941.97,0.0,24.0,High
South Dakota,45000.0,0.0,38.0,High
Vermont,5269.0,3.26,37.0,Moderate
Florida,846121.2,4.53,107.0,High
North Dakota,1367797.0,3.94,29.0,High
Tennessee,63750.0,6.79,81.0,Moderate
Oregon,28945.0,0.0,28.0,Moderate
Mississippi,50000.0,0.0,62.0,High
Oklahoma,1758.0,0.0,52.0,High
Wisconsin,21933.0,0.0,45.0,Moderate
Oklahoma,315000.0,1.05,67.0,High
Mississippi,82125.0,15.73,40.0,High
Maryland,332985.0,0.0,49.0,Moderate
Florida,0.0,3.85,13.0,High
Oregon,207619.89,0.0,29.0,Moderate
Alabama,4496.0,0.0,63.0,High
South Carolina,140741.0,1.25,12.0,Moderate
North Carolina,11250.0,0.0,40.0,High
California,45305.0,0.0,121.0,High
Michigan,82875.0,1.1,98.0,Moderate
Texas,91760.0,0.0,142.0,High
Oklahoma,1500.0,0.0,52.0,High
South Dakota,49222.5,2.44,26.0,High
Florida,331183.12,0.0,38.0,High
Rhode Island,191251.0,1.0,39.0,Low
Northern Mariana Islands,64688.06,12.1,58.0,Low
Pennsylvania,1446231.26,1.14,63.0,High
Alabama,14696.0,0.0,15.0,High
Oklahoma,3153.0,0.0,57.0,High
Louisiana,246867.0,7.31,43.0,High
Illinois,14000.0,0.0,58.0,Moderate
Louisiana,37500.0,0.0,86.0,High
Oklahoma,2043.0,0.0,68.0,High
Georgia,53583.0,0.0,19.0,High
California,563615.0,0.0,88.0,High
Arkansas,269452.0,11.0,61.0,Moderate
Arkansas,267543.0,2.89,65.0,Moderate
Arkansas,15481.0,1.0,51.0,Moderate
Oklahoma,1500.0,0.0,5.0,High
Oklahoma,1500.0,0.0,52.0,High
Florida,256890.0,3.74,43.0,High
Idaho,14309.6,1.57,142.0,Low
Oklahoma,20000.0,0.0,80.0,High
Oklahoma,1500.0,0.0,45.0,High
California,499855.0,0.0,73.0,High
Washington,295217.0,3.17,25.0,High
Florida,407250.0,1.06,32.0,High
Alabama,14282.0,0.0,15.0,High
Florida,95764.0,1.14,24.0,High
California,711904.56,0.0,144.0,High
Puerto Rico,41712.0,18.3,29.0,Moderate
South Dakota,72045.72,0.0,39.0,High
South Dakota,28816.88,0.0,32.0,High
Nebraska,105000.0,0.0,66.0,High
Florida,448875.0,1.17,41.0,High
Texas,0.0,0.0,16.0,High
Ohio,49680.0,0.0,25.0,Moderate
North Dakota,24525.0,0.0,20.0,High
Florida,309143.0,1.84,114.0,High
Missouri,275250.0,2.65,32.0,High
Missouri,204087.0,1.74,68.0,High
Texas,88975.0,0.0,88.0,High
Oregon,233021.4,3.83,61.0,Moderate
North Carolina,10200.0,0.0,43.0,High
Ohio,9630.0,0.0,58.0,Moderate
Florida,32672.0,1.36,31.0,High
Florida,0.0,2.71,45.0,High
California,2270504.58,3.96,154.0,High
Georgia,15007.0,0.0,44.0,High
Alabama,15132.0,0.0,19.0,High
Tennessee,370140.0,0.0,98.0,Moderate
Tennessee,2735798.0,1.79,86.0,Moderate
Pennsylvania,1022698.0,1.03,51.0,High
Florida,205818.0,7.84,37.0,High
Oregon,682500.0,2.38,0.0,Moderate
North Dakota,14516.13,0.0,19.0,High
Oklahoma,4802.0,0.0,57.0,High
West Virginia,214566.0,1.39,26.0,Moderate
Alabama,88521.0,27.35,22.0,High
North Carolina,473617.0,2.7,56.0,High
Oregon,0.0,0.0,0.0,Moderate
Arizona,437628.75,1.54,41.0,Low
Indiana,424502.0,0.0,88.0,Low
Iowa,34727.0,0.0,44.0,High
Kentucky,1084825.0,0.0,27.0,High
North Dakota,29000.0,0.0,9.0,High
Iowa,487988.0,2.12,32.0,High
Florida,281295.15,0.0,38.0,High
Oregon,1542849.76,5.33,87.0,Moderate
Alabama,88521.0,2.33,16.0,High
Florida,18556.0,4.22,64.0,High
Louisiana,143465.0,0.0,58.0,High
Florida,47591.0,2.53,32.0,High
Florida,516941.0,2.46,38.0,High
Oregon,96504.04,2.07,0.0,Moderate
Vermont,26249.65,4.54,0.0,Moderate
Missouri,22048.41,0.0,11.0,High
Florida,12245.0,8.05,36.0,High
New York,5711.0,1.48,93.0,High
Florida,10611.0,3.42,14.0,High
Kansas,37752.0,0.0,32.0,High
Louisiana,149654.0,0.0,58.0,High
Louisiana,198641.0,1.17,37.0,High
Iowa,43753.0,0.0,23.0,High
Florida,773686.71,1.29,43.0,High
Ohio,6750.0,0.0,48.0,Moderate
Texas,300.0,1.5,104.0,High
Louisiana,50000.0,0.0,47.0,High
North Dakota,18000.0,0.0,36.0,High
California,1338655.1,2.07,149.0,High
Tennessee,1971765.0,4.77,34.0,Moderate
Kansas,21600.0,0.0,47.0,High
Mississippi,18444.0,0.0,12.0,High
Virginia,179763.0,0.0,0.0,Moderate
Louisiana,1889867.0,49.41,78.0,High
Louisiana,190324.0,1.32,99.0,High
Iowa,170940.0,1.14,49.0,High
Florida,228570.72,1.0,50.0,High
Ohio,11244.0,2.0,28.0,Moderate
Alabama,2946569.85,2.22,56.0,High
Nevada,311490.47,1.78,94.0,Low
Florida,0.0,2.54,10.0,High
Wisconsin,14572.0,0.0,37.0,Moderate
New Mexico,22500.0,0.0,45.0,Low
Georgia,51845.0,0.0,32.0,High
Pennsylvania,107832.0,0.0,40.0,High
Georgia,18658.0,0.0,41.0,High
New York,210.0,0.0,-23.0,High
Mississippi,19379.47,0.0,26.0,High
California,93750.0,0.0,37.0,High
Maryland,117232.0,2.61,25.0,Moderate
Rhode Island,493689.0,0.0,58.0,Low
Rhode Island,19648.88,0.0,65.0,Low
Louisiana,370585.5,1.14,95.0,High
Maryland,2202000.0,1.0,9.0,Moderate
South Dakota,18916.0,0.0,13.0,High
Louisiana,2202729.75,0.0,98.0,High
Nebraska,14628.0,0.0,13.0,High
Missouri,1865001.0,2.39,41.0,High
Pennsylvania,83219.0,0.0,52.0,High
California,757718.0,0.0,52.0,High
Florida,105178.0,3.63,18.0,High
Nebraska,82991.0,0.0,20.0,High
New York,1792520.89,2.9,71.0,High
South Dakota,213315.0,0.0,38.0,High
West Virginia,53708.49,2.96,39.0,Moderate
Arizona,31953.23,4.18,38.0,Low
Arizona,213366.47,2.8,40.0,Low
Louisiana,2584414.47,0.0,96.0,High
Florida,3459403.47,1.17,41.0,High
Oregon,539297.79,1.93,39.0,Moderate
Florida,555030.0,1.19,29.0,High
Pennsylvania,389181.0,0.0,63.0,High
Louisiana,891304.64,1.02,102.0,High
West Virginia,390666.0,1.0,36.0,Moderate
Pennsylvania,529341.0,0.0,66.0,High
Oklahoma,43928.0,0.0,76.0,High
Georgia,18000.0,0.0,35.0,High
West Virginia,138740.0,1.03,-1.0,Moderate
Maine,6932.0,2.56,37.0,Low
Illinois,28419.0,0.0,51.0,Moderate
South Dakota,83976.0,1.03,19.0,High
Rhode Island,86276.78,1.12,25.0,Low
New Hampshire,6000.0,0.0,18.0,Moderate
Mississippi,62802.0,0.0,16.0,High
Mississippi,0.0,0.0,12.0,High
New York,281305.04,0.0,115.0,High
Alabama,32658.75,0.0,115.0,High
New York,77912.16,0.0,72.0,High
New Hampshire,55385.0,1.64,38.0,Moderate
Ohio,81603.0,1.0,56.0,Moderate
Maryland,74854.0,0.0,23.0,Moderate
Florida,476765.1,0.0,45.0,High
District of Columbia,1238622.07,5.63,61.0,Low
Northern Mariana Islands,16396.8,3.79,42.0,Low
Missouri,362293.0,2.87,40.0,High
Alabama,48910.0,1.37,96.0,High
North Dakota,326044.0,1.18,41.0,High
Oregon,93750.0,0.0,49.0,Moderate
Virginia,383718.0,1.4,63.0,Moderate
Nebraska,14137.0,0.0,16.0,High
Wisconsin,456307.0,14.57,0.0,Moderate
Kentucky,20246.25,0.0,32.0,High
Pennsylvania,100476.0,0.0,42.0,High
Alabama,393989.0,0.0,114.0,High
South Dakota,14025.0,0.0,36.0,High
Alabama,10886.0,0.0,55.0,High
Iowa,547433.0,1.2,27.0,High
Arkansas,727313.0,3.5,36.0,Moderate
Nebraska,55567.5,0.0,12.0,High
Arkansas,225000.0,2.94,38.0,Moderate
Virginia,18055.0,0.0,0.0,Moderate
Oregon,387457.08,1.94,42.0,Moderate
Rhode Island,725267.0,1.14,75.0,Low
Alabama,51446.0,2.1,72.0,High
Alabama,64471.0,1.37,92.0,High
Virginia,1161826.87,1.03,68.0,Moderate
West Virginia,85425.0,9.85,54.0,Moderate
South Dakota,75334.0,1.06,13.0,High
Iowa,14944.0,0.0,23.0,High
Oklahoma,37875.0,0.0,58.0,High
Mississippi,1168606.0,7.63,46.0,High
Mississippi,1118014.0,7.16,40.0,High
Oklahoma,39000.0,0.0,60.0,High
South Dakota,65738.25,1.52,19.0,High
Tennessee,454407.65,7.68,36.0,Moderate
Florida,41250.0,6.7,39.0,High
Colorado,62592.9,0.0,33.0,Moderate
Louisiana,320300.0,1.03,82.0,High
Tennessee,418000.0,4.74,60.0,Moderate
Louisiana,48862.0,1.51,80.0,High
Florida,31398.0,2.33,19.0,High
Iowa,422620.0,1.29,47.0,High
Florida,143058.0,1.04,52.0,High
Indiana,1248490.0,0.0,99.0,Low
District of Columbia,877302.0,1.22,63.0,Low
New York,2439715.01,1.08,68.0,High
Minnesota,24613.0,0.0,28.0,Moderate
South Dakota,107871.0,1.01,14.0,High
New Mexico,0.0,2.65,55.0,Low
Oklahoma,11250.0,0.0,58.0,High
Missouri,691875.0,3.71,19.0,High
Idaho,48592.12,0.0,47.0,Low
West Virginia,82069.62,1.53,0.0,Moderate
South Dakota,83736.0,1.72,16.0,High
Oklahoma,19388.0,0.0,12.0,High
Georgia,30191.0,0.0,38.0,High
Vermont,391267.66,1.01,87.0,Moderate
Florida,393120.12,3.08,43.0,High
District of Columbia,1228268.25,1.23,6.0,Low
Missouri,1458000.0,3.15,29.0,High
Florida,233453.07,2.71,69.0,High
Kansas,796505.0,1.57,26.0,High
Mississippi,6608.22,17.23,23.0,High
Maryland,207000.0,0.0,0.0,Moderate
Maryland,88742.0,0.0,0.0,Moderate
California,150000.0,0.0,44.0,High
South Carolina,0.0,1.32,32.0,Moderate
North Carolina,1291759.99,2.42,77.0,High
Florida,0.0,3.63,23.0,High
Mississippi,1094890.0,8.07,63.0,High
South Dakota,15000.0,0.0,24.0,High
Nebraska,33952.0,0.0,14.0,High
North Carolina,77696.65,1.59,77.0,High
Florida,250000.0,10.35,69.0,High
Oklahoma,0.0,0.0,23.0,High
Oklahoma,26490.0,0.0,35.0,High
Georgia,29063.3,0.0,65.0,High
Texas,70770.0,0.0,38.0,High
California,838388.25,1.79,24.0,High
Florida,87968.25,6.06,36.0,High
Oklahoma,58500.0,0.0,20.0,High
Vermont,7645.78,0.0,76.0,Moderate
Ohio,294134.14,0.0,59.0,Moderate
Missouri,993852.75,4.74,44.0,High
Rhode Island,66750.0,1.22,18.0,Low
California,116895.0,1.79,154.0,High
Florida,234386.18,8.37,56.0,High
Florida,438949.35,0.0,45.0,High
New Mexico,162989.84,0.0,76.0,Low
California,287066.26,0.0,-20.0,High
South Carolina,0.0,0.0,49.0,Moderate
South Dakota,137265.0,1.23,19.0,High
Wisconsin,176687.86,0.0,48.0,Moderate
California,0.0,0.0,37.0,High
Maryland,83177.0,0.0,55.0,Moderate
California,1966333.25,7.69,37.0,High
California,3000000.0,6.09,80.0,High
Florida,169293.13,2.18,76.0,High
California,491.78,0.0,53.0,High
South Dakota,13125.0,0.0,26.0,High
South Dakota,96838.0,1.03,13.0,High
North Dakota,15059.0,0.0,3.0,High
New Hampshire,72750.0,8.35,36.0,Moderate
Missouri,1029216.3,1.54,47.0,High
Florida,343262.25,6.57,34.0,High
Florida,506317.58,1.66,82.0,High
West Virginia,44843.87,3.64,0.0,Moderate
Florida,2313538.94,1.41,70.0,High
Georgia,28650.75,0.0,51.0,High
Texas,207420.0,1.09,105.0,High
Virginia,268473.0,1.28,12.0,Moderate
Alabama,4000.0,1.37,84.0,High
Oklahoma,14951.0,0.0,50.0,High
Ohio,20019.6,0.0,19.0,Moderate
Alabama,31925.18,3.04,120.0,High
Nebraska,18071.0,0.0,22.0,High
Nebraska,29400.0,0.0,22.0,High
Oklahoma,229099.0,3.08,62.0,High
Alabama,3619065.0,0.0,148.0,High
Kentucky,34535.0,0.0,20.0,High
Minnesota,23159.0,0.0,12.0,Moderate
Pennsylvania,201823.0,0.0,40.0,High
South Dakota,9000.0,0.0,16.0,High
Alabama,63422.0,9.21,91.0,High
Pennsylvania,27992.0,0.0,30.0,High
South Dakota,52181.91,1.04,27.0,High
California,21592.0,0.0,34.0,High
North Carolina,4846.5,1.0,56.0,High
Nevada,4000000.0,3.12,32.0,Low
Kansas,2147.63,0.0,24.0,High
North Carolina,0.0,0.0,21.0,High
South Dakota,75030.33,0.0,33.0,High
Kentucky,0.0,0.0,9.0,High
Oregon,82925.65,0.0,31.0,Moderate
California,119092.5,3.52,154.0,High
Iowa,0.0,1.8,27.0,High
Kansas,27371.0,0.0,15.0,High
Florida,0.0,5.17,26.0,High
California,41438.0,0.0,32.0,High
Nebraska,10703.02,0.0,23.0,High
California,55398.0,0.0,22.0,High
Florida,562500.0,3.73,33.0,High
Iowa,6000.0,1.63,24.0,High
Iowa,127730.74,1.99,19.0,High
Florida,1316137.5,7.04,55.0,High
California,125000.37,0.0,38.0,High
Florida,71250.0,1.04,47.0,High
California,4973065.46,1.55,42.0,High
South Carolina,30000.0,0.0,51.0,Moderate
Vermont,148406.85,0.0,90.0,Moderate
New Hampshire,3486.82,0.0,21.0,Moderate
California,75000.0,0.0,24.0,High
Oklahoma,54702.13,9.18,46.0,High
Texas,84042.26,0.0,29.0,High
California,72000.0,0.0,62.0,High
Florida,141861.75,11.29,30.0,High
Florida,1425.0,1.69,53.0,High
Virginia,180000.0,0.0,34.0,Moderate
Georgia,13262.0,0.0,23.0,High
California,495692.0,0.0,36.0,High
California,63110.01,0.0,31.0,High
Oklahoma,1075218.89,34.58,51.0,High
Virginia,73950.0,0.0,42.0,Moderate
Georgia,203281.08,1.24,27.0,High
Florida,374150.62,2.49,47.0,High
Oregon,409131.9,1.0,73.0,Moderate
California,90345.26,0.0,39.0,High
New York,111300.0,1.79,84.0,High
South Carolina,20238.94,5.95,20.0,Moderate
Florida,75396.0,3.65,25.0,High
Mississippi,6601.8,15.76,11.0,High
North Carolina,297949.09,2.06,33.0,High
Wisconsin,1917.74,0.0,32.0,Moderate
Missouri,15450.0,0.0,18.0,High
Iowa,16200.0,0.0,20.0,High
Alabama,61176.0,3.83,68.0,High
Indiana,86439.0,0.0,66.0,Low
California,9000.0,1.0,33.0,High
South Dakota,12000.0,0.0,36.0,High
Maryland,62827.0,0.0,60.0,Moderate
California,30000.0,0.0,24.0,High
Rhode Island,131250.0,7.6,45.0,Low
North Carolina,709156.98,1.05,58.0,High
Iowa,229162.5,2.2,39.0,High
Virginia,342664.0,2.01,48.0,Moderate
North Carolina,76704.0,0.0,51.0,High
Alabama,185377.0,0.0,41.0,High
Wyoming,69884.0,0.93,21.0,Low
Louisiana,718830.0,1.61,60.0,High
Virginia,1180000.0,1.04,122.0,Moderate
Michigan,569232.56,3.25,46.0,Moderate
North Carolina,106721.0,1.28,43.0,High
Louisiana,189612.0,4.27,82.0,High
Michigan,216723.0,1.34,0.0,Moderate
North Carolina,572893.54,1.22,43.0,High
Oklahoma,1500.0,0.0,57.0,High
Oklahoma,3340.0,0.0,57.0,High
Texas,1174882.0,0.0,115.0,High
Alabama,10283.0,0.0,35.0,High
New York,60075.0,56.14,97.0,High
Florida,2860220.0,1.05,75.0,High
Oklahoma,1500.0,0.0,32.0,High
Florida,378519.2,3.94,45.0,High
Georgia,28650.75,0.0,63.0,High
Vermont,2835.0,1.45,15.0,Moderate
Virginia,94164.0,0.0,28.0,Moderate
Alabama,41872.0,0.0,82.0,High
Oregon,395485.0,1.0,80.0,Moderate
Alabama,2490315.26,5.26,70.0,High
Oklahoma,20000.0,0.0,71.0,High
Minnesota,21450.0,1.15,52.0,Moderate
Louisiana,329366.0,1.86,55.0,High
Missouri,297630.0,1.15,52.0,High
Texas,398138.0,0.0,117.0,High
Arizona,10674.0,0.0,22.0,Low
Kentucky,45000.0,0.0,34.0,High
Texas,102240.0,2.89,44.0,High
New York,0.0,0.0,30.0,High
South Dakota,255000.0,0.0,42.0,High
California,37050.0,0.0,25.0,High
Indiana,175499.0,0.0,97.0,Low
West Virginia,247847.0,0.0,53.0,Moderate
North Carolina,234147.0,0.0,48.0,High
Florida,0.0,1.03,14.0,High
Florida,594999.99,1.4,34.0,High
Tennessee,204402.0,1.83,45.0,Moderate
Puerto Rico,2489.0,2.77,15.0,Moderate
Kentucky,58655.0,0.0,27.0,High
Oklahoma,1500.0,0.0,57.0,High
Puerto Rico,3588.0,10.02,35.0,Moderate
North Carolina,745550.0,3.82,49.0,High
Ohio,15000.0,0.0,24.0,Moderate
Indiana,200000.0,3.53,40.0,Low
Georgia,313537.5,2.93,0.0,High
Wyoming,233813.75,1.04,26.0,Low
Ohio,503943.93,1.18,46.0,Moderate
North Carolina,119960.0,5.26,55.0,High
Ohio,23765.0,6.48,36.0,Moderate
Maryland,23450.0,0.0,54.0,Moderate
Mississippi,1978484.0,1.8,60.0,High
Maryland,63132.0,0.0,37.0,Moderate
New Hampshire,141758.0,1.06,56.0,Moderate
North Dakota,1513.0,0.0,26.0,High
Alabama,58188.0,1.37,91.0,High
New Hampshire,73025.0,1.01,38.0,Moderate
North Dakota,45123.0,0.0,48.0,High
Oklahoma,612505.0,3.61,86.0,High
Alabama,2488869.0,0.0,188.0,High
Oklahoma,21026.0,0.0,51.0,High
Oklahoma,10000.0,0.0,38.0,High
Maine,61340.0,1.04,30.0,Low
Alabama,55296.0,1.37,83.0,High
Alabama,41606.0,0.0,38.0,High
North Carolina,337.5,3.0,47.0,High
Kentucky,3378.0,0.0,10.0,High
New York,0.0,1.02,46.0,High
Nebraska,121910.0,0.0,33.0,High
Missouri,66600.0,0.0,14.0,High
New Hampshire,120000.0,1.03,63.0,Moderate
Florida,27609.0,3.34,32.0,High
Kentucky,58680.0,0.0,35.0,High
South Carolina,91406.52,1.97,43.0,Moderate
Kansas,37500.0,4.94,13.0,High
Northern Mariana Islands,33270.0,9.6,51.0,Low
Florida,453304.12,1.05,50.0,High
Florida,342280.0,1.72,63.0,High
Alabama,106494.0,0.0,15.0,High
Kansas,239964.0,0.0,88.0,High
California,99460.0,0.0,40.0,High
Mississippi,24844.0,0.0,19.0,High
Missouri,1113339.5,1.12,33.0,High
Louisiana,341880.0,1.31,105.0,High
Florida,924335.0,1.6,38.0,High
Alabama,13611.0,0.0,15.0,High
New York,925196.0,9.88,90.0,High
Louisiana,11993.0,0.0,1.0,High
Florida,167211.0,1.84,44.0,High
Florida,192124.0,1.19,36.0,High
New York,135975.0,0.0,81.0,High
Nebraska,9000.0,0.0,13.0,High
Florida,51256.0,7.14,31.0,High
Oklahoma,45000.0,0.0,45.0,High
Virginia,8616.0,0.0,0.0,Moderate
Louisiana,644517.73,2.34,100.0,High
Texas,2542748.34,1.11,92.0,High
Florida,1004026.59,1.34,42.0,High
Nebraska,28219.59,0.0,19.0,High
California,18360.75,1.0,26.0,High
Northern Mariana Islands,121268.0,2.07,41.0,Low
Michigan,560134.5,1.67,73.0,Moderate
Alabama,77047.0,0.0,51.0,High
Maryland,127451.0,0.0,46.0,Moderate
Minnesota,373533.0,2.89,50.0,Moderate
Florida,86706.0,1.07,52.0,High
Florida,4493.0,7.72,39.0,High
New York,23960.0,0.0,81.0,High
Louisiana,160386.0,1.65,108.0,High
Rhode Island,1339991.88,2.97,19.0,Low
South Dakota,60477.47,0.0,39.0,High
Missouri,2398602.75,1.64,44.0,High
Virginia,553140.0,1.8,62.0,Moderate
Kansas,20072.0,0.0,27.0,High
New Hampshire,107246.0,1.94,39.0,Moderate
Florida,64037.0,7.68,59.0,High
Mississippi,25551.0,0.0,15.0,High
New Hampshire,47567.0,2.0,47.0,Moderate
Oklahoma,30000.0,0.0,30.0,High
Arkansas,0.0,4.04,37.0,Moderate
Georgia,17437.5,4.29,30.0,High
Louisiana,851029.0,1.06,90.0,High
Maine,63925.0,1.63,83.0,Low
Oklahoma,30000.0,0.0,13.0,High
Nebraska,7782.0,0.0,57.0,High
Florida,178984.0,2.35,68.0,High
Florida,200000.0,1.29,40.0,High
Michigan,25632.0,1.27,32.0,Moderate
California,75000.0,0.0,43.0,High
Mississippi,24986.0,0.0,13.0,High
Indiana,50646.78,0.0,79.0,Low
Oregon,556752.9,1.53,71.0,Moderate
South Dakota,11795.0,1.0,13.0,High
Mississippi,68783.0,6.48,21.0,High
West Virginia,303313.1,3.9,44.0,Moderate
New Hampshire,6000.0,0.0,21.0,Moderate
South Dakota,17388.0,0.0,12.0,High
Virginia,187147.8,1.03,63.0,Moderate
Iowa,48233.09,2.13,47.0,High
Ohio,1213189.17,1.57,39.0,Moderate
Florida,2665653.0,1.29,52.0,High
New York,0.0,0.0,82.0,High
Louisiana,93326.0,1.32,87.0,High
Kansas,166547.0,4.42,32.0,High
Louisiana,77857.5,7.82,117.0,High
Montana,102383.33,0.0,31.0,Low
Puerto Rico,407453.0,1.1,55.0,Moderate
Alabama,57807.0,3.83,70.0,High
North Dakota,97530.0,1.53,16.0,High
Alabama,34553.0,1.37,95.0,High
Louisiana,246567.0,1.07,83.0,High
Louisiana,65000.0,0.0,61.0,High
Arkansas,12938.0,0.0,58.0,Moderate
Iowa,5748.0,1.37,21.0,High
Louisiana,723204.0,1.59,118.0,High
Oklahoma,16875.0,0.0,47.0,High
Indiana,187618.0,4.11,82.0,Low
Oklahoma,5400.0,0.0,26.0,High
Mississippi,553271.0,4.09,45.0,High
Rhode Island,4241.7,0.0,47.0,Low
North Carolina,46063.67,2.36,40.0,High
Florida,47609.78,2.8,49.0,High
Pennsylvania,429753.0,0.0,56.0,High
Pennsylvania,354830.0,0.0,43.0,High
Ohio,14095.0,0.0,34.0,Moderate
North Dakota,17805.0,0.0,9.0,High
Arkansas,300000.0,3.46,30.0,Moderate
South Dakota,133721.0,1.09,16.0,High
Rhode Island,47141.0,0.0,37.0,Low
Florida,150451.5,2.87,31.0,High
New York,240149.35,1.16,81.0,High
South Dakota,115217.3,3.21,28.0,High
North Carolina,1492269.0,4.27,65.0,High
Oklahoma,30000.0,0.0,19.0,High
South Dakota,15986.0,2.4,15.0,High
New York,229580.92,0.0,82.0,High
Alabama,74519.0,1.37,96.0,High
South Dakota,50231.0,1.7,16.0,High
Rhode Island,115367.0,3.58,48.0,Low
Nebraska,487.0,0.0,26.0,High
Ohio,7500.0,0.0,29.0,Moderate
Mississippi,579029.91,4.03,48.0,High
Washington,91953.75,3.96,66.0,High
Missouri,102925.68,2.21,13.0,High
Louisiana,123280.0,2.85,151.0,High
Indiana,92491.0,0.0,66.0,Low
Iowa,36737.0,0.0,41.0,High
Oklahoma,20080.0,0.0,44.0,High
Alabama,30624.0,9.75,94.0,High
Iowa,63375.0,0.0,44.0,High
Iowa,632746.0,0.0,28.0,High
Georgia,18000.0,0.0,45.0,High
South Dakota,466471.0,3.18,59.0,High
Alabama,128699.0,0.0,130.0,High
Florida,182325.0,2.03,52.0,High
Maine,27080.0,1.25,17.0,Low
Ohio,279164.0,4.64,47.0,Moderate
Oklahoma,20000.0,0.0,80.0,High
Michigan,21841.0,2.3,32.0,Moderate
Oklahoma,1860.0,0.0,67.0,High
Indiana,22810.0,0.0,68.0,Low
Kentucky,99204.0,0.0,25.0,High
California,322059.75,6.54,64.0,High
North Dakota,694946.0,1.43,45.0,High
Arkansas,75638.0,39.53,15.0,Moderate
Alaska,21319.0,0.0,29.0,Low
Virginia,661523.0,1.18,0.0,Moderate
Alabama,136875.0,3.12,118.0,High
Nevada,875000.0,1.0,82.0,Low
Minnesota,331121.25,0.0,42.0,Moderate
New York,2721695.0,0.0,45.0,High
Iowa,149976.0,3.16,39.0,High
California,601692.0,5.96,51.0,High
Alabama,1470631.0,3.84,82.0,High
Indiana,321697.94,1.23,69.0,Low
Indiana,9497.68,0.0,65.0,Low
Alabama,49084.0,1.37,90.0,High
Alabama,584175.0,3.12,115.0,High
Louisiana,481848.75,1.07,109.0,High
Puerto Rico,733688.0,1.19,41.0,Moderate
New York,99364.0,0.0,54.0,High
North Dakota,26918.0,0.0,14.0,High
Nebraska,4125.0,0.0,23.0,High
Colorado,1073.74,3.63,46.0,Moderate
Rhode Island,35250.0,0.0,55.0,Low
Pennsylvania,813900.0,1.51,49.0,High
Louisiana,625271.48,1.01,103.0,High
Oregon,296273.0,0.0,79.0,Moderate
Oklahoma,23981.0,0.0,85.0,High
Missouri,1047633.0,2.06,39.0,High
Ohio,134662.23,0.0,25.0,Moderate
Texas,89378.1,1.07,110.0,High
New Hampshire,66488.0,1.34,43.0,Moderate
Alabama,39881.0,1.32,22.0,High
Wisconsin,752364.0,0.0,70.0,Moderate
Florida,620092.79,1.62,85.0,High
Georgia,28058.0,0.0,36.0,High
Georgia,26455.5,0.0,46.0,High
Louisiana,577285.0,1.27,70.0,High
Iowa,2264350.0,1.48,43.0,High
Michigan,224252.0,1.38,64.0,Moderate
Oklahoma,25050.0,0.0,17.0,High
Missouri,503295.0,1.25,36.0,High
West Virginia,243507.0,1.3,0.0,Moderate
Nebraska,1181649.0,1.1,43.0,High
Maryland,452069.0,0.0,29.0,Moderate
Pennsylvania,146292.0,0.0,50.0,High
Tennessee,1517568.0,1.08,47.0,Moderate
Alabama,32000.0,1.37,88.0,High
Pennsylvania,188047.0,0.0,46.0,High
Illinois,54585.77,0.0,69.0,Moderate
Nebraska,42825.0,0.0,23.0,High
Wisconsin,102799.0,0.0,56.0,Moderate
Mississippi,142438.5,0.0,30.0,High
South Dakota,168352.0,0.0,91.0,High
Alabama,0.0,13.3,69.0,High
Oklahoma,43042.5,0.0,55.0,High
Florida,0.0,1.07,21.0,High
North Dakota,161941.61,1.79,40.0,High
Iowa,27000.0,0.0,26.0,High
South Dakota,7500.0,0.0,26.0,High
Missouri,118948.0,0.0,34.0,High
Illinois,54181.0,1.0,47.0,Moderate
North Carolina,127775.93,2.51,35.0,High
Maine,12889.0,1.35,9.0,Low
Oklahoma,720000.0,7.79,75.0,High
Kansas,345629.0,1.21,56.0,High
Iowa,17504.0,0.0,53.0,High
Georgia,19500.0,0.0,26.0,High
West Virginia,136894.0,1.59,19.0,Moderate
California,116973.75,1.05,51.0,High
Alabama,66747.0,10.17,66.0,High
Puerto Rico,10155.0,13.89,24.0,Moderate
Louisiana,0.0,1.15,122.0,High
Pennsylvania,386474.0,1.11,46.0,High
Alabama,72686.0,1.37,88.0,High
Oklahoma,268709.0,13.87,68.0,High
Kentucky,56560.51,0.0,41.0,High
California,251622.76,0.0,38.0,High
Alabama,81952.0,1.37,95.0,High
Alabama,79338.0,7.18,66.0,High
North Carolina,29201.0,0.0,44.0,High
